pathway	description	HD1	HD10	HD11	HD12	HD13	HD14	HD15	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	MD1	MD10	MD11	MD12	MD13	MD14	MD15	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9
PWY-841	superpathway of purine nucleotides de novo biosynthesis I	23430.5901	12988.5608	15471.4597	23885.4689	12867.8599	19400.3397	12339.9826	15236.2923	14304.1442	12076.9664	19716.8165	18168.1645	10855.5399	10576.5255	16283.0854	19662.7775	9307.4867	21048.8635	17778.2086	51767.4183	16240.5454	49088.4739	9430.6801	10806.8748	11551.7312	9992.8906	18159.5741	20922.662	12000.6432	7679.0508	13624.5356	14212.4378	11724.951000000001	14555.0365	11290.0062	7298.3755	13916.7755	14478.8714	15422.4562	12609.6222	12844.1728	20128.8871	17374.441000000003	18184.6157	17413.2939
PWY-922	mevalonate pathway I	425.2469	180.0917	752.8241	597.9028	213.7279	399.601	162.8181	237.3623	94.37100000000001	377.6401	165.1253	370.8476	590.3073	52.9512	598.5582	392.3853	244.0927	2934.5455	1156.2613	1702.3029	2963.9885	584.4587	62.4727	157.9295	112.8538	204.0019	411.218	1311.1972	188.6271	31.8722	2695.7616	716.6727	1191.6133	738.4813	1533.1257	337.9533	761.0087	5650.1604	1111.2183	967.5295	2636.8	444.1762	2137.384	5736.3586	933.9609
PWY0-1061	superpathway of L-alanine biosynthesis	1445.3973	406.3203	445.3896	347.7001	290.7228	429.31699999999995	279.2723	2063.7551	6809.5544	1057.928	2623.3948	280.5122	460.0871	307.1223	455.5734	8440.1735	554.5947	834.5441	1285.6398	18829.582	2604.0589	24122.5715	571.9758	367.7466	489.2852	821.0110000000001	559.0048	421.9907	331.9391	260.0966	3423.7358	1654.2127	684.6187	1093.8802	708.1307	547.4931	1143.298	5603.7987	3958.355	2547.0804	3729.8845	1141.2832	1461.126	3499.8637	2052.8596
PWY0-1241	ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	8306.2282	459.8486	556.2814	865.4183	1897.0607	1315.3211	1349.8792	733.6659	284.3436	359.77	4105.186	1093.5381	846.6093	668.4019999999999	2312.31	503.1487	268.5791	536.5329	629.8458	5450.6073	761.8857	7410.9093	599.5051	397.6911	421.401	398.5811	473.1655	558.9179	1403.9209	526.4899	644.3347	3437.3029	364.9577	480.6051	555.8365	509.6561	1157.4937	853.1589	733.6972	969.3434	1005.1239999999999	5562.7623	4613.0354	2931.2942	3314.188
PWY0-1261	anhydromuropeptides recycling	1525.5309	12488.0459	9024.6019	13927.2814	4530.5899	14661.5328	7874.1929	4483.8156	2201.6632	3759.8179999999998	1600.02	6994.3475	4374.1883	2167.9633	8306.211	1402.693	3330.3758	8648.5364	7068.1043	31904.9544	7348.9223	27268.1488	990.9	1024.9088	3508.6895	1620.0381	12870.6964	7655.6091	1412.3381	1552.9095	4894.771	3420.3616	6579.4792	6463.2792	6241.8112	5609.3257	8389.1922	5335.595	5144.5615	5019.214	3592.1957	8734.7078	5775.7229	11734.8666	7370.956999999999
PWY0-1296	purine ribonucleosides degradation	31967.8044	40632.372	47798.6264	37615.4042	48706.6255	41972.5928	47536.7697	41787.6474	22578.6356	33703.5023	35583.382000000005	34205.8624	47811.1694	48298.3982	43418.6777	29729.9019	36586.3199	35422.8807	52399.8132	21785.0417	44870.3841	19380.6795	42904.3228	38888.1278	39499.2167	40063.5641	27451.1876	36544.0246	43580.5605	48126.3183	30908.0614	48219.6247	39437.9948	38748.6032	46419.949	40938.327000000005	34874.074	30667.3161	30883.7327	46727.3695	38080.5716	40301.7043	35219.2361	33373.4453	44255.6363
PWY0-1297	superpathway of purine deoxyribonucleosides degradation	25070.535	40381.2856	38403.0891	27019.477000000003	38989.9998	35147.3289	37240.7292	32543.1264	18367.8719	25992.7627	19945.9476	30207.58	48805.0543	37302.8374	42426.0248	30220.3652	28825.0791	30338.5811	46055.2943	21080.8833	36126.6844	17372.0993	27570.3382	27599.3409	35696.6939	38630.23	22859.3929	24970.0617	31351.2882	37561.9685	25882.2567	45671.3589	35043.1729	38978.0786	40701.9401	42251.5975	28680.4106	30935.9417	26954.6859	41768.7643	33720.6599	40748.5962	34972.5026	35290.3945	42544.2014
PWY0-1298	superpathway of pyrimidine deoxyribonucleosides degradation	25969.3406	42377.4608	40405.3007	28263.8177	41243.3901	36985.6409	38372.1532	34235.4393	18776.513	27038.7251	21095.2337	31299.6129	52361.0407	39305.4894	45285.3713	31721.6657	29785.9972	31447.2274	48656.2171	21261.8422	37632.8624	17422.4241	28946.3786	28633.0299	36465.4983	41011.5744	23482.176	25930.9561	32979.6561	39701.6866	26709.6445	46982.9901	35752.7487	41123.471	41672.3531	44987.1949	29422.4686	31982.5779	27961.115	44057.3945	34599.5493	41727.3226	35032.4138	36354.7711	43961.8004
PWY0-1319	CDP-diacylglycerol biosynthesis II	50579.3262	54240.5425	64873.6969	55413.2041	66253.6893	58195.0291	62279.6192	57601.5659	36347.9366	48077.55	53975.795	46890.2373	59576.4727	64908.4092	58464.7268	45546.6909	50091.9157	50212.4029	68915.0072	48405.5465	60375.6293	44581.3322	59704.8134	53850.4939	54362.2076	52894.5961	40602.7904	52794.9766	58695.1157	63403.1954	48720.8913	64209.5479	54098.7264	53671.1528	64086.485	54147.9967	52791.8652	52393.7343	46435.1288	62422.3165	55230.9624	58027.751	52757.2103	51476.8987	60850.9227
PWY0-1338	polymyxin resistance	3541.8188	201.5099	174.6148	512.9531	1757.2220000000002	1149.8373	1130.4241	564.4029	79.9446	130.0541	2358.1967	1053.6929	705.929	485.6795	2221.3732	80.7313	75.8771	249.9858	362.1379	4237.6095	677.552	6305.3752	59.6503	90.2981	96.2381	132.7037	75.9995	116.6109	1383.4977	360.5741	104.1521	150.3738	47.7479	38.966	33.2214	36.0801	17.7783	81.2842	163.6231	674.541	47.6285	74.846	256.0399	16.1202	172.1651
PWY0-1415	superpathway of heme biosynthesis from uroporphyrinogen-III	255.0649	457.1131	805.6705	1214.8376	804.7993	1498.7420000000002	1143.1543	527.8301	216.6018	470.2687	227.0319	1064.5911	631.7184	308.0636	1366.4388	121.1662	382.3642	1573.2160000000001	680.0302	6752.8276	1085.4544	8877.9199	120.3264	126.0173	400.6534	181.2156	877.7231	805.2737	131.5635	205.5578	443.7099	234.9111	596.8577	646.8213	869.5175	514.7291	961.5396	354.1927	364.6086	353.0883	281.3996	954.8701	692.0347	1239.0105	719.5244
PWY0-1479	tRNA processing	2687.9833	2128.2225	2918.1306	2715.0014	3422.4291	2290.2812	2552.7827	3287.6042	1015.6301	2460.8442	4389.3585	1119.9438	2275.3997	4045.2678	3674.8537	2068.813	1566.5256	1962.705	4348.7434	8868.3195	2077.3156	11599.7752	2812.7349	2935.7632	2520.7529	3235.1249	1326.2559	1855.6199	2623.1995	2073.0827	1362.5919	4616.404	981.7214	1310.5573	1169.3172	1185.9022	2120.9538	1620.9874	1661.5776	1497.1042	884.9651	8166.99	6522.7486	5605.5584	5303.3529
PWY0-1533	methylphosphonate degradation I	17.7068	17.1603	23.4517	57.0673	11.4625	128.0896	93.5917	56.8611	56.4896	23.6254	22.5858	20.4751	20.3789	29.5905	41.467	61.8726	49.0168	279.7307	353.8773	12163.0623	588.8698	11168.5217	34.6214	24.2654	23.5576	43.2606	111.9527	49.3926	33.6489	10.7028	42.4995	23.2601	34.5528	45.9981	14.375	13.084000000000001	27.515	36.9974	56.3632	36.8536	14.7788	28.1871	9.6838	6.5435	22.6414
PWY0-1586	peptidoglycan maturation (meso-diaminopimelate containing)	39816.979	40995.6113	54442.2857	44232.2359	61075.0611	47193.8871	52114.3549	54126.0545	25254.6704	41334.4041	50489.7675	33226.5799	46251.2521	60369.4944	48069.3192	29936.1097	40519.12	42530.6287	58932.5354	48552.7497	59537.6155	44114.7512	58972.7892	49672.7597	44516.4851	44201.6692	29273.4803	44491.9012	52341.9336	60468.8419	42729.03599999999	52071.047999999995	47485.4275	37425.2275	57722.6436	40624.7949	39882.6151	47747.8936	38623.8148	52567.894	51087.0801	43991.8633	41202.0874	44364.7861	50001.3688
PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	23685.1929	11622.9634	14192.4248	23867.8957	11587.7468	18610.1681	11265.8266	14180.9625	13919.3735	11063.2633	19771.5769	17285.1536	9549.1911	9388.6667	14945.7063	19260.4	8278.8473	20159.8204	16497.6038	49999.96400000001	14953.934	47369.3294	8507.8208	9803.4024	10370.2893	8845.5617	17695.6774	20434.008	11121.2038	6667.8498	12686.0912	13063.0668	10431.1267	13224.5536	10048.0745	6526.0557	12734.6536	13275.6425	14518.8125	11375.0241	11666.3828	19274.4986	16625.0297	17026.8094	16173.5599
PWY0-166	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	17508.5858	10356.3422	11304.7633	16117.3774	9693.3568	13187.469	9190.3977	11733.9616	11115.108999999999	9146.6489	14986.5632	12537.118	8168.5682	8198.3996	11984.29	14579.7801	7451.9949	14983.0459	11905.1272	27745.8883	12291.3651	24831.8708	7494.9554	8551.9874	9369.2309	7968.2507	12498.1703	15153.4068	8609.6992	6044.0323	11064.3968	10304.9941	9612.2559	10818.0728	9151.4815	5940.7921	10981.9616	12289.0483	11866.3028	9664.1257	10655.9695	15133.2088	13181.2047	15110.4767	13517.0298
PWY0-321	phenylacetate degradation I (aerobic)	24.1616	3.3825	12.7307	8.346	16.2375	6.8855	2.8418	0.0	1.9726	9.2365	0.0	6.6601	8.0472	0.0	5.3701	3.5472	25.2916	59.2262	3.7139	334.6039	69.6166	56.3902	0.0	2.7444	17.8998	0.0	36.4903	18.0546	9.4532	3.8689999999999998	0.0	0.0	0.611	6.8127	0.0	23.2271	15.2402	7.0811	6.0464	3.7423	5.542999999999999	0.0	0.0	7.025	0.0
PWY0-41	allantoin degradation IV (anaerobic)	2.9555	1.9571	0.9812	0.0	0.0	2.9730000000000003	11.6432	8.1819	2.8272	0.0	5.7339	0.9766	0.0	0.0	0.0	7.3594	5.7867	2.9778	5.9263	221.3179	23.195	116.9512	8.9537	5.4233	3.9196	5.3253	0.0	0.0	2.8556	0.0	0.9675	5.747000000000001	9.532	0.0	0.0	0.0	8.2011	19.0358	3.7899	11.2371	23.8932	5.5095	2.8708	10.8615	2.9569
PWY0-42	2-methylcitrate cycle I	33.9459	4.9478	38.6162	58.233000000000004	55.161	26.2031	20.9438	4.3153	10.6052	5.1951	18.6377	9.93	17.3047	2.4942	10.78	14.2515	26.0664	59.6551	42.2019	166.0216	44.888999999999996	33.6404	9.578	5.808	24.8489	2.291	33.6966	4.7555	7.4826	5.5622	7.7356	5.1871	28.7508	46.9665	33.8442	50.3953	41.7795	26.8675	11.4609	16.8471	8.4629	12.6653	7.4209	20.5524	11.0923
PWY0-781	aspartate superpathway	7989.0201	7213.6016	9170.3033	8443.8666	8198.0421	7367.9536	6635.9164	6701.8374	6634.184	5319.4318	8982.374	3908.5455	9959.8592	7640.2135	8554.2803	5198.840999999999	9516.2887	6221.2023	11080.4558	18926.3046	8639.3473	19124.2696	5717.2216	8507.9443	6990.2912	7254.6187	4703.9546	5923.651	5893.8946	7110.6008	6265.1859	11342.5824	8210.3956	8327.0655	6973.2769	5457.2332	7637.6338	9779.2418	9104.6622	7251.0188	10187.8578	12949.0298	12935.5488	13904.8886	10808.3183
PWY0-845	superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	2213.7229	4087.2799	3475.7516	9165.1322	1284.6391	6398.1815	2492.4691	4313.1956	6253.7155	2750.0364	3930.0148	3374.4527	1438.4403	998.8239	2541.8795	7576.686	1789.4845	5662.914000000001	3930.0108	40744.3187	2609.635	41367.1411	1669.3217	1695.1534	1895.3541	1219.1286	8253.5344	5993.2797	1744.4805	1087.4274	3460.8369	1691.5695	2474.5199	2564.7144	1893.7129	1326.776	3140.1447	2937.403	3680.4099	2541.6426	2167.7278	2193.6621	1608.7507	3028.1692	2634.2104
PWY0-862	(5Z)-dodec-5-enoate biosynthesis	622.0037	979.9897	850.5321	2667.4407	225.9481	1682.9278	784.298	1264.4486	2924.3491	2718.5246	568.4272	2002.4439	890.4782	512.1206	563.126	3965.3564	3986.0955	9031.2006	2278.076	15764.1439	4272.5793	15949.4252	1147.1791	2281.5305	1878.3243	956.6287	3751.0907	3555.7097	683.326	786.3916	2538.864	602.8096	13259.4246	10016.863000000001	8860.4302	6849.5199	12476.021	1050.9711	1763.6733	2465.4852	2111.3987	1338.3367	3056.1163	2718.8398	3022.1612
PWY1G-0	mycothiol biosynthesis	29.9056	1.2499	50.9854	35.575	40.1329	5.6229	4.996	3.7491	1.2499	1.2499	13.7379	3.7496	16.2288	0.6249	2.4994	4.9989	27.4691	12.4942	2.4995	6.2497	6.2464	0.0	7.496	2.4996	26.2135	1.2499	19.9881	3.7496	3.7485	1.2498	1.2499	3.7487	33.0862	33.7153	34.3157	59.8458	34.3372	19.9816	7.4983	9.9931	6.2479	3.7488	0.0	18.7323	3.7492
PWY490-3	nitrate reduction VI (assimilatory)	6650.4883	6522.1555	7631.7301	5924.8073	7317.132	8868.4239	11904.7812	5518.4091	3977.077	5653.0093	3750.1915	5334.4213	6950.1965	7767.1121	7318.5945	5283.4724	4651.6385	4115.0365	6107.7707	6715.8769	5318.494000000001	2174.988	5916.4893	5793.3889	8155.8605	5111.07	6283.1114	5242.4868	8584.4179	6158.7693	2731.2287	10537.851	6484.8224	3909.7237	8026.1367	5077.4155	5361.8437	4007.1966	2129.0345	8380.1367	6144.5736	5915.7998	7571.906	2153.7907	6100.9875
PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)	45582.2692	47483.4961	57362.4126	47995.0153	59482.5393	50914.7993	55353.9345	51570.3073	31310.5345	41729.2219	48362.6852	39549.9353	52819.4827	58199.4643	52000.4331	39903.9771	43368.0757	43582.9522	61334.2338	43531.37	53629.1948	41604.2063	53201.1428	47736.7982	47878.1514	46869.7626	34391.9015	45401.1431	52485.6012	56700.7232	42342.041	57166.2871	46960.4214	45531.2655	55692.5638	46580.1824	44495.7628	46350.8804	39672.5743	55361.9677	48956.0423	51218.9601	46311.2366	45750.898	53517.9978
PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)	45582.2692	47483.4961	57362.4126	47995.0153	59482.5393	50914.7993	55353.9345	51570.3073	31310.5345	41729.2219	48362.6852	39549.9353	52819.4827	58199.4643	52000.4331	39903.9771	43368.0757	43582.9522	61334.2338	43531.37	53629.1948	41604.2063	53201.1428	47736.7982	47878.1514	46869.7626	34391.9015	45401.1431	52485.6012	56700.7232	42342.041	57166.2871	46960.4214	45531.2655	55692.5638	46580.1824	44495.7628	46350.8804	39672.5743	55361.9677	48956.0423	51218.9601	46311.2366	45750.898	53517.9978
PWYG-321	mycolate biosynthesis	751.8424	1175.6535	1022.2374	3190.3757	273.1499	2018.9505	942.2923	1515.2101	3458.4819	3157.6046	686.6817	2376.199	1061.1088	612.1248	679.0301	4684.6609	4543.6837	10232.7976	2699.8465	18357.912	4803.5233	18499.1908	1352.7379999999998	2621.0413	2192.15	1130.3866	4442.6363	4198.5785	820.7522	932.9906	2978.5589	720.9087	13527.6524	10678.4655	9408.5565	7315.3985	13130.9104	1256.6351	2092.9344	2892.4855	2468.7392	1581.7078	3471.1805	3179.9543	3496.6621
PYRIDNUCSAL-PWY	NAD salvage pathway I	33344.628	37977.2496	47725.1085	41201.3434	47944.8245	42231.1278	45182.4355	40867.9279	26069.9298	34982.818999999996	37173.5298	34313.0562	42634.5043	47152.0337	41102.1819	33435.9913	36252.4592	35995.941	50333.0601	41314.7435	42299.28599999999	39271.6386	43543.4735	38952.6821	38500.4665	37550.0634	29849.8139	38545.1065	43828.7501	46546.2614	32860.8303	45105.7642	37887.1304	39804.6759	45396.0021	38724.6928	37690.7708	31942.5266	32195.0143	44507.3196	36917.1439	38161.7829	34300.6655	27944.7087	41332.8244
PYRIDNUCSYN-PWY	NAD biosynthesis I (from aspartate)	25353.8145	22727.0016	22289.1586	24257.7395	21222.9513	22356.828999999998	18621.3493	20383.9474	20325.888	22645.1208	18912.9187	22203.3009	21976.6963	20889.2309	22693.4585	26166.58	21625.6755	23621.712000000003	19797.5595	41751.8003	23888.946	39181.6008	20889.5958	22287.4237	24710.6331	20653.6664	25730.8252	24758.5879	19773.5502	21310.6887	21633.0974	26776.5	31400.089	26078.6401	35599.4341	27123.1521	26251.9347	25199.97	24409.607999999997	23519.4466	25647.831000000002	29800.3371	28857.0365	30963.8002	28978.8591
PYRIDOXSYN-PWY	pyridoxal 5'-phosphate biosynthesis I	1710.1062	3006.3999	2502.7647	6816.7228	930.6098	4603.1742	1776.3201	3065.5486	4933.9903	2101.4120000000003	2946.948	2649.5047	1087.4601	732.1954	1869.97	5668.2697	1386.9233	4148.0699	2730.6046	38765.7769	1864.5616	39358.1467	1250.9918	1281.7487	1444.0133	936.6666	6466.9044	4596.7769	1282.9403	811.3887	2635.8486	1256.8683	1865.7479	1980.7679	1435.4804	1030.0155	2420.7397	2214.8936	2863.1319	1879.4070000000002	1633.6666	1632.8644	1237.0739	2292.2322	1980.2427
REDCITCYC	TCA cycle VIII (helicobacter)	3008.3083	5496.1917	5548.8357	7812.6775	5271.1802	8196.9209	6293.8677	3375.8634	786.6877	3831.9846	2682.1632	3625.4179	3194.9649	2522.1148	5160.6426	1628.0632	1764.4816	4524.5735	4068.9517	11459.5445	3150.2227	16466.2729	2620.5769	3964.2691	6725.1195	2561.3819	5838.91	3832.8826	1664.1291	3276.1740000000004	5542.6885	2428.5833	2483.9772	2484.592	1906.1341	2066.3698	3508.6527	3272.1669	3570.8566	4026.7062	3784.6506	3814.0174	2757.7281	2508.9072	5298.0726
RHAMCAT-PWY	L-rhamnose degradation I	5510.8979	11675.7582	10031.1623	9072.9962	9730.6074	10088.1115	6599.1834	7915.4118	3593.7563	6722.6035	3646.0795	7821.4829	15261.8192	8910.7764	13250.9487	7828.9545	5312.5496	10800.4022	11973.6675	44775.9759	10130.9683	45253.9511	4760.1983	5377.0397	8038.1163	10232.9488	5809.6425	6283.7954	5645.2497	10916.7968	3712.4763	12832.2761	6753.2353	12499.8235	6653.2678	12586.5848	6623.8631	6057.7176	6045.5385	9035.4061	5699.1531	10727.861	8216.4956	6670.3179	10010.7335
RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	27740.1743	27640.7881	28991.9992	27026.6917	28456.4627	28178.5983	27506.2263	21930.3912	20417.7583	23849.2251	19718.4538	24868.9408	31305.2364	27496.4689	29876.4883	28282.4284	24305.9539	25607.8957	30340.3461	44231.9654	26029.9266	41204.9648	22959.7122	23915.9009	27551.4824	25377.7128	26865.3104	25529.2103	24523.9777	26756.5086	21760.4989	33799.5823	34355.4107	31705.3901	39025.9703	33819.7082	29291.1123	22583.9824	25494.691000000003	29852.4802	25597.7339	33491.0883	30044.4907	31714.2748	32475.2818
RUMP-PWY	formaldehyde oxidation I	3665.9243	3157.9404	2981.1004	3051.9631	2698.3685	3208.7917	4771.5506	3567.0322	3922.2656	4012.9662	2782.1915	4123.0341	4002.6488	3930.8829	3066.2607	3708.345	3337.0217	3839.632	3289.5879	487.3103	4861.2113	586.8098	2855.7118	3599.6768	5164.3698	2718.2361	3300.9817	3163.4075	2789.0226	3690.0547	2038.0495	5034.1248	2385.7379	2000.4222	3717.7903	1821.06	2351.2862	2675.9039	1413.2573	3498.7885	3988.1989	4085.6365	6009.2948	4458.4902	4856.9301
SALVADEHYPOX-PWY	adenosine nucleotides degradation II	16085.6581	21358.7677	17126.7485	18407.2983	18133.8456	18018.2168	14756.5233	16893.6324	8422.6823	15905.3206	14774.0175	21691.5519	26562.0508	16932.1442	20740.5566	16544.5227	17099.0853	19025.6639	21804.0321	9757.0549	17876.2248	5534.8038	13615.46	14467.7231	19357.3935	19625.8284	14743.1108	14631.9251	12463.8922	18279.3275	13377.2253	18363.0241	14111.6151	23745.0768	14855.6526	22182.3348	15921.0222	15538.7577	16693.0537	17126.4793	15530.2493	21457.7087	17188.2929	18242.6164	21270.6717
SER-GLYSYN-PWY	superpathway of L-serine and glycine biosynthesis I	38715.5336	46380.6492	55867.2048	48391.1155	56815.48	50544.7384	54089.0719	47941.5785	30610.6928	41476.8878	42390.1105	40134.8462	51314.3967	56770.2708	50329.4854	37870.5462	41750.1873	45413.0382	57433.3555	46404.2498	52656.9709	44959.5981	50210.9092	45046.3661	46821.4579	44611.1792	36400.0345	45521.2531	49647.1835	54915.0162	40192.1896	53997.6868	47682.0699	47044.9563	55277.2596	47432.4027	45762.3783	42130.8432	38888.3946	54353.259000000005	46651.0409	46197.0735	42143.0533	38620.0031	51591.3089
SO4ASSIM-PWY	sulfate reduction I (assimilatory)	2192.6168	1610.9718	2148.0717	4468.1751	1289.1588	3472.9563	2224.0431	2512.143	4676.544	2221.5074	2339.4096	3148.5364	1420.0789	1416.4399	1318.2918	6779.904	1607.8598	3279.3854	2524.1542	13254.0227	1607.2920000000001	18722.3491	1520.7541	2134.4509	2222.6937	1310.6038	3486.4977	2429.7403	2359.4146	1289.4961	2213.2072	3500.8371	1685.6051	1870.9141	1582.8167	1056.391	1769.7401	2012.5189	2902.7099	2160.3625	1688.1495	3200.2659	2940.1198	2284.8849	3803.7093
SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	39.4372	11.2094	30.7248	42.9792	43.2623	0.0	5.6857	16.5723	0.0	8.3194	77.2902	20.6201	13.7559	11.024000000000001	4.9243	24.9611	15.6313	31.4861	19.7322	13.3425	6.6331	14.9922	21.7599	19.7993	11.1809	18.023	45.5258	14.4723	3.3235	6.4525	9.986	24.7011	37.1642	39.400999999999996	48.3123	74.0217	44.1881	75.7557	18.3053	26.5015	16.5818	0.0	20.3466	62.1518	24.8437
SULFATE-CYS-PWY	superpathway of sulfate assimilation and cysteine biosynthesis	4568.3625	3430.9037	4523.0031	8720.6921	2783.3755	6956.9621	4645.2025	5112.8934	8607.6086	4606.9794	4806.098	6237.9594	3030.7304	3046.7026	2837.8736	12010.7337	3388.507	6616.7591	5208.0935	22508.7967	3433.823	28630.6865	3240.6554	4453.2127	4651.5199	2792.6027	6869.5648	5015.6369	4857.692	2782.4985	4555.9872	6950.8802	3609.9772	3936.9489	3398.6567	2288.3514	3755.9051	4158.1538	5835.1036	4507.2532	3561.7674	6449.1058	5899.358	4744.1501	7557.6972
TCA	TCA cycle I (prokaryotic)	20793.378	11558.7894	10389.3676	18967.4376	7327.2737	15663.5621	9754.19	11655.6778	14802.2984	10144.3384	17054.9008	11844.0191	8264.1374	6618.2765	12025.3482	17177.9474	7164.3434	12965.758999999998	11025.8642	53502.7557	8072.9082	54213.7437	7665.6261	7907.8443	8684.5623	8072.7875	15439.792	11366.7703	8191.8622	5870.3323	12770.7034	11746.4961	10403.1234	11429.8532	9796.4897	8762.5158	15151.7009	12486.0829	13656.2212	11022.4178	11397.2693	14398.1506	15376.1493	15531.7051	15237.6824
TCA-GLYOX-BYPASS	superpathway of glyoxylate bypass and TCA	130.827	35.354	175.7399	221.3794	198.32	151.4048	143.543	59.302	62.745	50.3012	89.9872	39.3422	84.781	26.8398	57.6357	51.1908	115.9863	436.7648	561.4314	11630.2981	1043.6392	16631.2235	38.8103	30.5697	106.5183	27.278000000000002	169.782	53.8495	39.711	24.915	44.1054	21.9365	167.6718	232.707	133.1036	252.8992	189.4014	125.2484	43.2232	67.2255	49.5158	49.928000000000004	22.6839	107.5984	27.365
TEICHOICACID-PWY	teichoic acid (poly-glycerol) biosynthesis	2831.9122	1914.5905	1208.6688	1548.7234	665.0924	1392.2581	1183.8024	2609.5297	2932.9993	1896.707	2052.6974	2014.4239	1752.0719	1085.4896	1246.1275	1858.0211	1759.6878	2273.6706	1857.4008	2454.6981	2519.6728	1153.8736	1318.9045	1447.6746	2145.7295	1817.8033	1971.5131	1979.7579	1600.5877	979.2474	1628.6483	2955.5188	2003.6712	1274.317	2481.4619	648.1087	1601.4773	2545.4819	1417.3999	3078.1481	2982.1872	1997.3744	3204.4174	1910.1493	2394.3413
THISYN-PWY	superpathway of thiamin diphosphate biosynthesis I	16080.6548	11684.8971	10540.6165	15306.3787	7280.5493	12490.8337	8404.8421	10329.8063	14014.1373	12838.5327	13208.8497	14490.3596	9202.9857	7335.5231	10751.6051	16068.2696	13192.4331	13510.993	10495.7729	47606.081	8631.8381	43830.8863	9623.9611	10319.7153	11813.3821	10569.6787	17069.3947	16792.5273	8257.3362	6606.9672	12935.1704	11667.4123	15968.9171	16056.5839	14933.3989	14217.9713	17499.9056	12167.162	15329.8192	10919.5702	11309.4004	15753.7195	16031.6567	16181.0496	15096.2477
THREOCAT-PWY	superpathway of L-threonine metabolism	12.3122	6.3571	22.0153	12.2254	0.0	13.2849	7.4163	0.0	6.0832	21.5652	4.203	10.8079	25.2591	0.0	11.6589	2.0572	53.7874	154.5312	13.5634	1149.8472	187.571	201.2668	16.7449	5.1922	30.8517	0.0	82.4987	45.0341	24.2841	11.82	0.0	10.5879	0.8953	5.9183	0.0	0.0	0.8967	4.2489	7.5624	25.8375	2.8835	3.1036	0.0	6.2404	5.1111
THRESYN-PWY	superpathway of L-threonine biosynthesis	42209.3231	46674.2891	53164.3484	47191.6476	53725.9038	48704.4842	50798.9192	48379.3388	31243.4751	41345.6761	45126.3368	40661.5239	49747.1113	53024.777	48983.3172	37847.9531	43022.4011	43450.8129	56291.0649	56133.0921	49615.9422	53240.7851	49385.3986	45291.1053	46784.8029	45037.0401	37247.0935	45988.2737	47860.4545	51869.199	40275.1624	51988.4901	47735.2119	46051.4164	52999.7496	46007.846	45846.7711	41835.0175	40067.1415	51591.4849	45974.1226	47447.8977	43441.2123	41274.6974	50457.6725
TRNA-CHARGING-PWY	tRNA charging	41883.2011	45263.4191	53075.9139	46500.8643	53745.6969	47932.3515	50873.5411	47872.6688	31650.4599	40509.9345	45023.8045	39959.3585	48833.262	53024.7501	48098.2681	38882.5565	42138.527	42583.2072	56111.8669	48463.3449	49540.2731	44528.0004	49379.5096	44872.297	45757.3692	44151.6643	35488.6593	45116.0537	47933.63	51804.8987	41388.2365	51473.4811	45976.2959	45167.5996	52410.4765	44567.9354	44614.5036	44691.2254	39801.9643	51535.2226	46699.6858	46178.7466	42710.4442	43491.5678	49650.092000000004
TRPSYN-PWY	L-tryptophan biosynthesis	38065.534	36868.3213	48089.2132	39730.9914	50236.3711	43083.5832	46645.0409	43360.1438	26915.1132	35813.0336	40882.2867	32260.5032	44836.777	48791.7188	43877.3516	33474.817	35623.6179	35274.2997	53172.7241	44427.6456	42998.7496	44336.0061	45261.2234	39457.9795	38193.6671	39069.9012	30292.2973	36422.5308	45441.8466	48626.9845	34792.0724	47536.9654	40940.5265	39137.0523	47219.4323	41722.7075	36545.6017	33405.1062	34371.7867	45224.9843	37685.6394	41262.7871	35465.1417	34078.9082	44094.1022
TYRFUMCAT-PWY	L-tyrosine degradation I	29.099	1094.7953	257.1919	347.2547	91.4149	429.4113	318.9046	294.6556	4.4967	235.8886	31.7123	589.7862	343.1845	151.1605	412.8567	12.6237	188.1543	470.0006	213.3917	142.2932	285.0139	21.2379	15.5425	23.176	239.6327	18.4187	716.2552	501.8361	43.345	96.53399999999999	122.1435	98.2822	194.2795	211.0618	250.9195	124.4373	285.2831	134.3862	164.3714	141.8635	113.9549	363.1169	249.1164	480.4446	315.0591
