Pathway	HD1	HD10	HD11	HD12	HD13	HD14	HD15	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	MD1	MD10	MD11	MD12	MD13	MD14	MD15	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9
Phagosome [PATH:ko04145]	0.5	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	0.5	0.5	0.0	0.0	0.0	0.5	0.5	0.0	0.5	0.0	0.0	0.0	0.5	1.5	0.0	1.5	0.5	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.5	0.0	0.0	0.5	0.5	0.5	0.0	1.0	0.5	0.0	0.5	0.5
Phenazine biosynthesis [PATH:ko00405]	65953.53000000003	63274.22000000003	84157.69000000003	70542.02000000002	87037.51000000002	76248.97	81350.9	72924.70000000003	47684.680000000015	62562.110000000015	69705.74999999999	58836.34000000003	78012.09	83949.38000000003	75132.26000000002	59531.50000000003	62021.67999999999	61174.42000000001	92760.67	75126.05000000002	73189.47999999998	73224.73000000001	78181.87000000002	68105.98999999999	66064.84	66837.09000000003	53236.500000000015	64575.33	79746.76	84726.13999999996	60259.89000000003	81875.3	73457.38000000003	70552.31000000003	84587.68000000002	74398.49000000003	65133.28000000003	53468.770000000004	60349.260000000024	78941.74	63756.21000000001	69495.15	59507.28	57788.610000000044	76070.33000000003
Phenylalanine	798497.0800000002	834163.9900000002	1022334.9900000003	867116.8200000002	1059357.5700000005	919742.6800000002	992215.2300000004	912008.4400000005	582044.4600000001	763048.0100000004	862165.2700000001	730114.93	949677.4700000001	1038538.85	927910.0300000001	721694.9700000002	783480.47	755137.0400000004	1102656.28	880543.3000000003	910271.7599999998	833637.54	954693.1700000005	848764.94	847294.91	838326.2000000004	648643.4	808884.6199999998	946672.9100000003	1021047.9099999997	734413.8300000001	993760.71	862200.5100000008	848757.3300000003	999244.93	871873.3400000001	812768.9900000002	722346.4900000001	730469.7100000003	973188.16	822506.8300000001	871590.3200000002	763409.2699999999	718390.0400000004	934184.8800000002
Phenylalanine metabolism [PATH:ko00360]	165225.45000000007	168624.34000000008	200422.64	183998.4699999999	201485.49000000005	182430.24999999997	198961.5300000001	168734.17000000004	109815.33000000003	149661.73000000004	162677.34000000003	146534.14	171319.41000000012	203602.61999999994	179206.58999999997	133824.32000000004	142706.92	164308.87	200297.73999999996	313564.29999999993	182906.51999999996	292155.10000000015	171388.37	163709.17	177316.49000000002	152092.67	135712.97	160874.69999999995	179252.58000000005	191226.58999999994	133511.98000000004	196712.18999999992	155666.95000000004	149089.6800000001	174024.74	154726.33000000005	155095.1900000001	136604.50000000003	129289.23000000007	181554.46999999997	152545.43999999997	186153.56000000006	165374.23999999996	138870.60000000003	182382.23000000004
Phenylpropanoid biosynthesis [PATH:ko00940]	120187.64000000001	166273.86000000002	191148.43000000002	163992.84000000005	191158.93999999997	173265.09	169556.93000000002	184673.29	102170.47000000002	146551.94	163904.59999999995	145613.51000000004	197719.11000000002	185496.68999999992	179368.33999999994	122832.47999999998	146279.46000000002	145645.95999999993	221602.0	317444.48000000004	162226.69999999992	314926.09000000014	176740.70999999993	151057.32	143274.63	175895.46000000002	110663.04000000005	155804.40000000005	170182.56000000006	195627.12000000002	132765.70000000004	178934.97999999998	131050.85	169660.66000000003	136705.89000000007	163402.74999999994	149297.42999999993	120020.68	136727.81	176750.78	134911.52000000008	142910.09	125319.54000000004	107389.20999999995	162955.15999999992
Phosphatidylinositol signaling system [PATH:ko04070]	66860.65000000001	68247.57000000002	73200.78000000001	65806.28	70663.18000000002	66050.51000000001	66552.52000000002	64961.13000000001	48266.59000000001	58948.02000000002	63624.689999999995	60729.87000000001	71236.2	69326.39000000001	70220.59000000001	57744.59000000001	59721.110000000015	64863.650000000016	76404.29000000001	104174.63	68578.92	102993.35000000002	61732.04000000001	59526.490000000005	64304.15	64506.610000000015	56466.26	65025.63000000001	63230.939999999995	67903.30999999997	59042.9	77356.27	60761.37000000001	66376.83000000002	68180.01000000002	65593.41	65834.25000000001	66939.33	59190.02000000002	74488.42000000001	66014.89000000001	75283.35	71579.01000000001	68246.53000000001	74132.99000000002
Phospholipase D signaling pathway [PATH:ko04072]	11203.0	8110.66	5000.28	5912.91	4407.41	4946.3899999999985	4583.75	7520.33	7262.25	6990.58	9792.95	8221.369999999999	6165.09	4501.04	6488.03	5240.7	8151.32	6050.83	5170.49	17340.309999999998	4379.91	16135.17	5453.16	6548.25	7227.66	8168.29	9084.75	8522.619999999999	4847.25	4483.08	8143.83	7342.41	4643.15	6616.45	4692.32	5349.64	7947.77	10210.04	8942.83	7583.92	8860.49	9785.01	10992.12	10487.78	8456.380000000001
Phosphonate and phosphinate metabolism [PATH:ko00440]	41514.64	48598.48	61576.10000000001	52097.57000000001	57241.990000000005	57109.83000000001	67123.58	49090.780000000006	44060.290000000015	52570.35000000001	46353.879999999976	49962.68	54454.88999999999	59690.50000000002	53038.08000000002	47805.930000000015	50606.430000000015	52522.07000000001	63395.11000000001	136270.64999999997	55797.87000000002	132020.60000000003	56558.13000000001	49853.10999999999	56458.640000000014	47961.05	47973.18000000001	52794.52999999999	56401.279999999984	56583.31999999998	48906.04	63322.93000000002	57058.72999999998	56043.77999999999	62640.35000000002	54271.929999999986	55808.06	47475.05999999999	50779.47000000003	56125.670000000006	51555.13	58914.13999999999	57191.09000000001	48211.94	61167.72
Phosphotransferase system (PTS) [PATH:ko02060]	302475.3600000001	447791.27000000025	389851.3900000001	257759.4599999999	400010.3099999998	370623.10999999975	414223.6000000002	371755.59000000014	185721.3899999999	256813.12000000002	261670.83000000005	330475.8600000001	587934.82	404136.6900000002	496349.05999999994	309551.61000000004	262674.76000000007	327320.36999999994	516574.8499999998	609376.3000000005	393635.50000000006	367252.67	276617.1899999999	251730.83000000002	352468.7799999998	430875.8000000001	192309.2399999999	233145.21999999997	322560.28	403096.18000000005	266031.24000000017	453363.5200000002	243247.2400000001	401189.89999999997	314073.57000000007	442031.83000000025	238201.5900000001	419191.2200000001	250158.44	434538.03999999963	361220.5999999998	370130.19	314192.0599999999	428562.2900000002	439248.03
Photosynthesis [PATH:ko00195]	327535.33	367608.1600000001	399426.78000000014	336971.5500000001	413304.1100000002	372259.47000000015	375447.70000000007	372775.77	233596.18000000014	301840.97	337858.94000000006	316263.7900000001	423528.8899999999	407470.75000000006	404058.1000000001	308116.5700000001	312693.89	312457.9800000001	457425.81	366694.51	365391.0099999999	337900.1700000001	369717.81000000006	329456.46	343135.03000000014	364214.8200000002	263127.79000000015	322880.2	367778.95000000007	402228.2099999999	306855.99	395582.82999999996	336958.90000000014	363187.8600000002	387233.18000000017	379665.89000000013	305771.01000000007	341499.79999999993	303655.28	400507.24	342642.23000000004	354155.4199999999	310109.67999999993	335789.58000000013	381141.57000000007
Photosynthesis proteins [BR:ko00194]	336410.67000000004	376036.7200000001	404779.0600000002	340790.7100000001	419424.1800000002	379090.2600000001	380105.25000000006	379131.60000000003	234693.34000000014	304877.62999999995	343830.81000000006	321003.2500000001	434623.2299999999	412538.63000000006	415134.2100000001	312864.85000000015	315685.4	315724.8500000001	465924.43	370910.11	369102.9099999999	343967.5400000001	373051.97000000003	332383.46	347663.11000000016	373214.4400000002	265892.3200000002	325227.82	372072.4600000001	407530.2099999999	308701.83	401983.00999999995	338467.04000000015	369719.9600000002	388971.34000000014	387126.8200000001	308104.69000000006	344646.4599999999	306584.68000000005	406278.89999999997	345475.36000000004	361956.9199999999	315203.80999999994	341217.86000000016	387752.9600000001
Plant-pathogen interaction [PATH:ko04626]	216583.05000000002	214147.08000000005	264115.48	225414.59000000003	266817.73000000004	237528.38000000003	252969.01	238038.39000000004	134691.49000000005	191936.79000000004	228390.80000000005	191484.52000000005	241378.11999999994	263028.25	238739.24000000002	168133.13000000003	196783.6	192675.04000000004	280133.62000000005	227452.44	232643.72000000003	216544.35000000003	245413.5	217999.48	211802.67000000004	217127.53000000003	155367.62	209598.62	250516.9	260212.41	179163.19000000003	243970.87	198295.29000000007	208611.58000000007	237087.17000000004	212257.52000000008	197461.64000000004	172617.37000000002	173928.95	241012.18000000008	197703.25	217158.41999999998	187375.61	170820.96000000008	232463.06
Platelet activation [PATH:ko04611]	5.0	16.0	8.0	5.0	2.0	3.0	11.0	6.0	4.0	15.0	1.0	4.0	13.0	5.0	5.0	7.0	9.0	3.0	5.0	14.0	12.0	5.0	16.0	34.0	20.0	7.0	6.0	29.0	11.0	16.0	18.0	7.0	3.0	7.0	11.0	9.0	6.0	1.0	109.0	13.0	2.0	2.0	11.0	52.0	40.0
Platinum drug resistance [PATH:ko01524]	40923.59	38121.450000000004	46499.29	37506.310000000005	49903.48000000001	40702.5	44640.71	40626.750000000015	20823.65	31082.260000000002	41435.00000000001	29618.07	41856.52	47711.82	42926.55	27249.81	32331.63	36277.270000000004	50329.66	30421.870000000003	44853.87000000002	35324.130000000005	40794.63000000001	36252.58	36143.880000000005	36624.33	25795.14	33449.229999999996	42469.94	44622.70999999999	30596.99	43248.409999999996	35880.52	33659.48	42900.98	36297.24	31971.59	34040.86	28340.960000000003	39963.24000000001	36480.33000000001	40440.18	33924.74	36590.060000000005	40619.35
Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]	83.5	6.0	34.0	20.0	58.0	68.0	64.0	10.0	12.5	7.5	46.5	11.0	36.0	7.0	8.5	18.5	70.0	118.5	112.0	130.0	102.0	6.5	23.5	10.0	74.5	11.5	54.0	11.0	17.0	11.5	9.5	15.0	0.0	13.5	2.0	69.0	28.5	57.5	26.5	34.0	21.0	6.5	8.0	45.5	20.5
Polyketide biosynthesis proteins [BR:ko01008]	85.34	43.07	164.32999999999998	85.64999999999999	244.66	204.72000000000003	258.53000000000003	106.67	62.989999999999995	72.69999999999999	14.67	95.34	95.35000000000001	46.65	56.989999999999995	31.65	65.94	1217.72	508.07	17706.15	912.42	20965.13	46.65	34.0	61.33	102.0	71.24	58.989999999999995	65.67	36.06	65.0	4082.6499999999996	156.95	339.51	328.49	493.36	1029.6	237.88999999999996	55.989999999999995	194.5	170.25	7326.51	5922.33	3917.0	3766.0
Polyketide sugar unit biosynthesis [PATH:ko00523]	145843.49000000002	169837.37000000005	203992.04000000004	179045.09000000008	201188.64000000007	187924.22000000003	193231.63000000003	178450.46000000005	117937.97000000002	153417.35000000003	156068.79	152548.67000000004	196165.31999999995	197561.31000000006	184108.95000000007	152589.16000000003	154412.32000000004	160077.72000000006	221699.72000000003	328324.9700000001	180436.53999999998	296110.2100000001	177893.59000000003	161182.38	163975.19	166895.51000000007	134954.85000000003	164257.45	182971.76	197185.3199999999	149803.3	210743.09000000003	171250.41000000006	180654.94000000006	199995.80000000005	179640.30000000005	169773.52000000002	161940.35	145808.74000000002	197081.08000000002	167450.73	185077.38	170228.3	163094.56000000006	193049.36000000004
Porphyrin and chlorophyll metabolism [PATH:ko00860]	862416.13	879208.3700000006	1070398.7400000002	837022.1900000001	1112143.4500000002	943869.5599999997	1044746.7800000001	940565.3200000003	487927.04	751422.4100000004	881497.5999999996	707917.1700000003	1023120.8399999999	1015749.8500000004	985709.3499999999	718355.6800000003	781680.15	722982.25	1199851.4600000002	639416.7800000003	925881.9099999997	636286.5	962141.7700000003	865613.4500000002	884770.3099999998	905940.8900000005	617521.93	772142.63	981785.3699999999	1041803.909999999	687738.0100000002	1059782.37	920318.6600000004	861546.5500000003	1019841.76	925431.4500000003	786076.2800000003	702788.2100000002	687467.72	1001439.6100000002	808844.61	955272.6699999997	826035.4600000002	802849.8500000003	921024.9800000003
Prenyltransferases [BR:ko01006]	179809.15	184348.89000000004	212964.9900000001	197356.12000000005	210542.8900000001	196959.38	201340.32000000004	194212.08000000007	142320.13000000003	168409.37000000002	189225.8	171763.95000000007	195200.19999999995	206993.97000000003	194288.07000000007	172326.13000000003	174249.68	182537.27000000002	224357.97999999995	262430.48000000004	200344.36000000002	245972.32000000007	195535.73000000004	180570.22	185300.32000000004	178763.00000000006	155948.15000000005	193218.4	189746.79000000004	202250.89999999994	175636.87000000005	205142.7	192248.26000000004	190560.84000000005	214190.56000000003	184162.80000000005	190995.95000000004	188072.29	171499.98	206879.83000000002	189244.03000000006	189568.83	179815.75999999998	187474.16000000006	204363.95000000004
Primary bile acid biosynthesis [PATH:ko00120]	22886.85	32506.34000000001	35385.13000000001	29610.51000000001	34710.84000000001	30448.7	31066.590000000004	33905.770000000004	22019.709999999995	29140.94	32732.3	29812.670000000016	35288.84	35261.54	32544.420000000016	20503.520000000004	29769.0	30097.21000000001	39613.36	50376.87000000001	33958.01999999998	52013.51000000001	33911.97	29211.13	28243.93	32734.75000000001	21325.230000000003	31604.42	31092.21000000001	38545.31999999998	28912.44000000001	26671.489999999994	20361.28000000001	27208.150000000005	21777.13000000001	26827.930000000004	25794.64000000001	29564.80000000001	27326.910000000003	30571.71000000001	28347.82	20312.16	20567.84	25450.39000000001	26236.55000000001
Primary immunodeficiency [PATH:ko05340]	34619.900000000016	47932.31000000001	55094.83000000001	44998.210000000014	54689.28000000001	47594.87000000002	49417.1	44764.140000000014	30470.25000000001	42306.030000000006	37453.85	44003.92000000001	58774.43	52774.79000000001	50659.900000000016	37023.240000000005	45303.090000000004	46646.16	61840.659999999996	62945.84000000001	54015.80999999998	58048.49000000002	46008.05	44018.0	45070.0	46551.49000000002	36899.90000000001	44714.57	45557.35999999999	55539.999999999985	42042.650000000016	53969.54	46946.85000000001	50346.960000000014	53816.96000000001	50934.23000000002	44230.290000000015	45775.880000000005	41171.60000000001	54153.66	47054.79	45126.99	45176.79	48502.34000000002	51377.09
Prion disease [PATH:ko05020]	22191.559999999998	18273.280000000006	28527.22000000001	22597.88000000001	31355.73000000001	24145.2	27565.880000000005	25259.82	11294.91	19337.65	27603.130000000005	16383.779999999999	21778.669999999995	30285.560000000005	22755.560000000005	12322.47	16885.84	19599.180000000008	29821.030000000013	6895.73	26221.56	7839.27	27037.30000000001	22719.5	18578.85	19314.800000000007	9532.1	19026.32	27287.32	30886.099999999977	15878.08	21617.340000000004	12324.12	13077.98	14530.73	11673.81	14539.95	11469.64	12692.97	22110.24	15464.72	16583.57	15465.36	8640.05	19592.990000000005
Prodigiosin biosynthesis [PATH:ko00333]	159216.74000000002	173581.79	207330.21000000002	179372.70000000007	211551.77000000005	188374.46	204982.03999999998	178433.65000000008	113911.77000000003	153574.44000000003	165965.88	150275.11000000002	194188.87	208369.45000000007	189643.26000000004	149027.50000000003	154805.63	165630.89	221140.69	172988.35000000003	190621.87999999992	162847.3	183756.99000000002	168341.91000000003	176581.00999999998	166699.83000000005	133452.97	164789.47999999998	184657.52	203228.18000000002	146242.87	200570.24	173570.01000000007	171605.20000000007	198701.01000000007	173942.13000000003	164903.58000000002	148580.34000000003	143092.7	197254.74000000005	165932.87	177590.75	158916.93	150998.14000000004	191202.61000000002
Progesterone-mediated oocyte maturation [PATH:ko04914]	39761.5	42611.13000000001	49518.57000000001	44411.06000000003	50560.16000000002	45541.03999999999	47958.38000000001	45233.92000000001	30026.870000000014	37985.580000000016	42646.51	37973.360000000015	45744.75999999999	50004.81000000001	44908.87000000001	36693.62000000002	39794.34	38038.56000000001	52139.9	60050.77000000001	44176.8	53303.70000000001	46420.13000000001	42221.540000000015	42826.43	41480.930000000015	34031.09	41843.77	45773.54	48811.66999999997	36861.35000000001	47629.64	43069.38000000001	42152.52000000001	48354.11000000002	41777.33	41614.640000000014	36917.67000000001	36545.5	47732.11000000002	41204.62999999998	42925.5	38415.96	36550.76000000002	46120.76000000001
