function	description	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
K07403	nfeD; membrane-bound serine protease (ClpP class)	754.0400000000002	1575.15	4275.15	865.8900000000001	920.03	1435.8	1283.34	1128.83	952.06	749.75	1037.56	2573.21	1961.48	907.17	2001.45	888.03	3169.52	1647.5400000000004	1069.56	1720.63	3008.98	1516.6699999999996	1532.94	2358.63	2312.82	3051.99	4590.64	6565.96	1430.7199999999998	945.93	962.55	637.7	1536.75	1015.03	2124.35	3821.18	3542.52	1913.0	684.02	1178.62	590.75	598.66	1190.55	1258.9999999999998	531.75	974.6	2437.18
K07404	pgl; 6-phosphogluconolactonase [EC:3.1.1.31]	32757.56000000002	22147.370000000006	21103.710000000006	24346.83000000001	30527.06000000001	15758.21	27976.80000000001	26645.07000000001	25880.59000000001	31150.790000000005	15668.859999999995	25038.81000000001	20820.719999999994	28631.68000000001	25017.98000000001	21490.35	22027.090000000004	15761.659999999998	30297.39000000001	15810.56	31995.460000000014	25071.44	20238.360000000004	26382.15	31201.820000000003	22318.140000000007	20257.09000000001	14036.87	22602.31	33642.45000000001	31830.90000000001	34418.20000000001	34808.51000000002	30084.350000000013	25038.580000000005	16516.96	11281.36	20616.82	13017.28	18835.23	37383.79	21129.109999999993	11090.35	28512.220000000005	40075.88000000001	33698.11	18890.93
K07405	E3.2.1.1A; alpha-amylase [EC:3.2.1.1]	1267.81	3143.12	6395.8200000000015	2280.3299999999995	1867.78	2164.86	2166.4400000000005	1617.87	3165.38	1797.3299999999995	2490.42	3537.85	5468.62	1300.4199999999996	2304.34	1235.7700000000002	4007.61	3031.01	1433.7300000000002	3431.1599999999994	3651.38	2482.9	2332.27	3563.79	3946.900000000001	6009.47	7597.82	7695.75	3041.45	1497.11	1680.52	1470.05	2153.75	1912.69	3065.64	4268.89	4056.52	3382.83	2122.5	2895.79	1392.8	3932.16	2642.38	1498.8	532.5799999999998	1163.7	2887.59
K07406	melA; alpha-galactosidase [EC:3.2.1.22]	3975.18	5746.42	13269.34	3174.93	15823.669999999998	3616.74	12352.830000000002	8927.29	2473.96	6690.43	8365.010000000002	11940.95	10804.75	12838.82	13680.12	6602.379999999999	10980.820000000003	5975.14	11317.91	3257.09	20807.84	11527.26	8263.57	15127.330000000002	9681.82	10572.41	11614.52	4640.5	9940.19	10570.04	8307.59	10562.3	12930.29	11458.51	7853.36	3677.8	1677.2200000000007	4704.730000000001	3377.99	7774.030000000002	10956.510000000002	4193.84	3876.37	3366.08	6853.61	5842.06	3304.99
K07407	E3.2.1.22B, galA, rafA; alpha-galactosidase [EC:3.2.1.22]	65996.60000000003	47149.60000000001	43311.52000000001	55181.43000000003	51625.97000000002	38378.4	57275.5	51042.36000000003	53584.45	61387.56	34378.41	52946.03	44723.17999999999	54781.71000000002	49346.03000000001	47194.35999999999	45467.43000000001	39085.92	57360.00999999999	41220.05000000002	54764.16000000002	50343.13	49693.35000000001	50687.46000000001	58333.37	54999.58	45303.99	41520.99000000001	49186.42000000001	65194.16	61661.85000000003	63823.03000000001	61588.43000000001	55281.99999999999	47301.52999999999	38221.0	29335.98	40792.109999999986	24976.579999999994	34215.179999999986	64160.07999999999	38061.959999999985	21735.560000000005	52925.74	71346.89	62630.19999999997	40432.22999999999
K07432	ALG13; beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]	0.0	0.0	0.12	0.12	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.88	1.25	1.12	1.0	0.38	1.62	0.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.12	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07442	TRM61, GCD14; tRNA (adenine57-N1/adenine58-N1)-methyltransferase catalytic subunit [EC:2.1.1.219 2.1.1.220]	614.24	278.08	195.82	453.83	621.09	255.99	240.76	682.1600000000002	387.42	308.0100000000001	279.83	313.33	212.66	254.41	166.07999999999996	422.58	204.93	140.66	248.83000000000004	150.32999999999996	370.08	103.91	194.91	289.0	451.83	318.67	153.16	162.17	106.41	709.7400000000001	783.5	911.16	614.8399999999998	410.25	434.33	118.91	75.25	914.25	1498.75	1645.0	694.25	2923.16	1001.08	81.59	94.99	178.24	127.08
K07443	ybaZ; methylated-DNA-protein-cysteine methyltransferase related protein	10553.73	9619.770000000002	13821.16	9701.78	14957.29	12822.69	15722.01	14841.200000000004	8181.2	9346.260000000002	11761.729999999998	15122.52	11374.71	16284.34	14910.69	12772.64	12048.360000000004	8792.910000000002	14054.3	9908.31	17674.249999999996	13268.29	12399.76	13884.9	12793.409999999998	14293.37	10420.510000000002	7398.53	10724.81	13011.339999999995	11950.52	11551.27	15172.71	12405.39	11293.19	8199.390000000001	6395.56	10996.54	12198.05	11246.3	18878.24	13999.33	8002.93	11328.99	15352.350000000002	12971.420000000002	10307.68
K07444	ypsC; putative N6-adenine-specific DNA methylase [EC:2.1.1.-]	37780.62000000002	26876.92	22939.69000000001	33868.09	32069.370000000014	29656.550000000007	35323.33	33659.91000000002	31310.700000000004	34306.3	23698.78	30636.56000000001	27638.959999999992	34857.91	32223.680000000015	31890.77000000001	26592.52000000001	21291.0	33406.720000000016	26247.64000000001	30572.29000000002	29458.58	28720.990000000016	28826.65	32870.69	28287.820000000003	23506.09000000001	19007.290000000008	28710.150000000005	36050.110000000015	35862.430000000015	36405.710000000014	35553.64	32510.54	26858.650000000005	29027.32	28540.30000000001	29377.870000000006	26871.04	21988.54	38857.89	25498.869999999995	16428.989999999998	32754.680000000004	42226.92000000001	37573.9	28948.450000000004
K07445	K07445; putative DNA methylase	8.0	12.84	2.66	6.5	14.66	4.67	2.0	9.0	0.0	4.0	0.0	3.0	0.0	2.17	5.83	7.0	3.5	13.67	3.67	9.17	5.5	7.33	0.0	10.0	2.0	1.0	0.0	1.0	2.0	2.0	4.17	2.0	1.0	0.0	0.0	0.17	0.0	6.0	4.0	3.0	2.0	3.0	0.0	1.0	2.0	3.0	1.0
K07447	ruvX; putative holliday junction resolvase [EC:3.1.-.-]	38738.160000000025	29544.689999999995	27668.12000000001	34852.860000000015	33846.29000000001	30987.630000000005	36300.28000000001	34743.91000000002	33252.45000000001	35288.23	25360.78000000001	33943.720000000016	29995.579999999984	36157.12000000002	34565.41000000002	34210.01000000002	29947.01	24148.87999999999	34657.41	27678.560000000005	33800.32000000001	31409.83	30121.240000000016	31719.25	35175.07	30966.26000000001	28390.230000000014	26135.59000000001	30647.270000000004	37019.16000000002	37010.52000000001	37789.09000000002	37318.01000000002	33763.090000000004	29522.78000000001	33165.37000000002	32354.380000000016	32934.080000000016	29902.2	24444.589999999986	40101.49	29786.77	18797.94	33996.4	42744.19000000002	38529.76999999998	31489.720000000016
K07448	mrr; restriction system protein	20704.010000000017	11560.21	3665.95	15048.51	10182.5	8553.16	12771.41	10757.47	16365.34	19688.43	5976.36	7513.92	7217.750000000001	8550.92	7125.449999999999	7771.559999999998	7266.18	8064.62	13310.37	8291.21	7302.09	8346.65	8467.769999999999	9234.51	15245.59	9499.1	6348.2	6491.579999999999	10868.6	17588.410000000007	17852.6	22852.28000000001	16831.910000000003	15405.85	12619.52	8089.73	5873.729999999999	6733.579999999999	4649.719999999998	6904.56	14157.8	7869.65	2740.94	11315.1	20250.4	16999.710000000006	6695.74
K07451	mcrA; 5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]	22409.03	12248.63	4447.7	15928.829999999998	10802.19	9568.84	12595.54	12257.24	17919.219999999998	20574.59	5147.54	7423.589999999998	8484.759999999998	10265.98	7687.849999999998	8118.07	8467.55	8741.150000000001	14685.43	9523.339999999998	8003.2	9955.03	9337.03	9103.44	15519.74	10708.86	7029.079999999999	6868.9699999999975	10854.75	18615.11	18023.72	21273.08	16548.989999999998	15382.28	13107.29	8276.45	6078.4699999999975	8617.38	3910.18	6330.1399999999985	14635.94	5699.62	2725.4	13246.01	21502.19	18473.05	7618.72
K07452	mcrB; 5-methylcytosine-specific restriction enzyme B [EC:3.1.21.-]	1285.4499999999996	1538.09	2117.14	740.1200000000001	865.6000000000001	817.7099999999998	1579.5700000000004	1509.4799999999998	1570.5499999999995	1482.2799999999993	1045.64	2333.13	591.5999999999998	2215.36	1537.0399999999993	1772.5800000000004	852.15	575.82	1056.4599999999996	853.7500000000003	1346.93	1009.41	1454.62	1341.07	2466.13	1942.56	943.8300000000003	1409.2999999999995	810.9000000000002	2119.29	1619.8199999999995	1445.4299999999996	2156.79	1137.81	1840.26	985.5600000000003	491.52	2428.07	1081.5500000000004	1410.36	3133.04	3120.92	1085.19	1679.87	2715.1	2947.3100000000004	882.23
K07454	K07454; putative restriction endonuclease	71.71999999999998	89.11	77.25	58.7	40.96	82.55000000000003	78.22000000000001	117.98000000000002	63.99	62.91	104.39	66.97	54.91	92.81000000000002	102.86	181.48	104.52	96.01	123.29	146.45000000000005	71.11999999999998	112.34	55.62000000000001	116.45	46.92	54.9	67.87	56.58	33.51	71.12	48.85	85.87	67.66	59.14	83.62	54.42	44.58000000000001	61.99	55.82	76.41000000000003	40.51	52.74999999999999	34.7	31.05	15.509999999999998	43.37000000000001	85.42999999999998
K07455	recT; recombination protein RecT	124.31	234.51999999999995	248.81	274.1	193.79	221.16000000000003	382.85	190.37000000000003	253.38	206.73	391.02	192.61	332.14	238.52	76.99000000000002	64.22	120.68	234.8	151.54999999999995	129.59	139.6	149.25	119.22	175.48	89.26	394.63	197.7	53.36	199.31	135.13	226.35	564.6600000000002	212.09	292.5900000000001	155.2	91.42	129.93	161.21	47.95	78.35000000000002	202.59	71.49	78.75999999999998	73.48	52.31999999999999	103.06	188.04
K07456	mutS2; DNA mismatch repair protein MutS2	38605.20000000002	28538.34	23838.61000000001	34565.09	33606.95000000002	30599.800000000007	36143.74000000001	34763.99000000001	33055.78000000001	35117.97	24851.19000000001	31864.81000000001	29016.039999999986	35907.490000000005	33195.34000000001	33587.180000000015	27407.94000000001	23829.999999999996	34327.47	27318.97000000001	31701.87000000002	31153.160000000003	29841.07000000001	30187.65	33725.689999999995	29156.65	24272.34000000001	20161.290000000008	30429.900000000005	37110.69000000002	36994.34000000001	37611.710000000014	36568.06	33522.950000000004	27958.400000000005	29846.81	28968.80000000001	31128.78000000001	27752.709999999995	24103.53999999999	39847.14	29065.7	17585.489999999998	33133.68	42541.92000000001	38065.31	29503.450000000004
K07457	K07457; endonuclease III related protein	432.16	167.49999999999997	137.55	350.94	413.87	130.17000000000002	288.04	338.23	346.23	295.2700000000001	163.91000000000003	212.33	236.43	291.44	127.35	262.4	154.30999999999997	79.94	204.29000000000005	64.34	229.17	59.39999999999999	104.13	188.38	233.97	254.02	123.91	105.37	84.72	484.64	581.81	800.1700000000002	419.63	362.98	299.1	70.83	49.0	49.31	85.21	77.34	72.03	76.33	54.33	96.2	88.99	150.39000000000004	111.9
K07458	vsr; DNA mismatch endonuclease, patch repair protein [EC:3.1.-.-]	23247.840000000026	14135.31	6540.299999999998	18471.600000000006	11734.46	10550.19	14617.920000000006	13274.830000000002	18754.040000000008	21566.2	7604.28	9474.67	8664.820000000003	12297.030000000002	9639.169999999998	10684.36	8755.1	9136.72	15237.1	10917.940000000002	9476.78	10590.360000000002	10707.38	10932.43	18421.06	12048.9	7608.809999999998	8677.419999999998	11928.7	20241.610000000008	20147.030000000006	23093.07000000001	19096.120000000006	16400.03	15133.87	10015.63	7069.44	8057.94	5148.319999999999	7526.05	16004.71	8439.48	3765.0	13607.520000000002	23646.68	20572.55	8654.300000000001
K07459	ybjD; putative ATP-dependent endonuclease of the OLD family	426.13	303.32000000000005	200.55	1159.5000000000002	203.81	285.44	353.22	221.33	212.6	223.67	333.02	222.61	142.51	487.62	281.2	460.0	337.79000000000013	492.5100000000001	356.0100000000001	664.62	251.24	589.5000000000001	228.16000000000003	239.04	169.22999999999996	549.74	209.26	301.96	348.11	626.3599999999999	406.87	274.68	277.53	350.30000000000007	276.12	269.21	193.18	363.93	273.59000000000003	261.09	180.74	230.38	206.82	182.08	175.11	236.02	244.70999999999995
K07460	yraN; putative endonuclease	38412.080000000016	27393.94	26621.64000000001	34459.26000000002	32174.010000000013	28363.54	34760.829999999994	33932.43000000001	31399.640000000007	34187.959999999985	22642.96000000001	32709.640000000014	26960.23999999999	33978.26000000002	32182.810000000016	30466.87	29478.620000000006	22087.44	33291.86	26291.550000000007	32910.23000000002	28101.42	27793.36000000001	30612.71	34806.090000000004	30580.07000000001	27702.890000000014	24965.730000000014	28757.960000000006	36712.27	36788.790000000015	37534.42000000001	37014.63000000001	33249.2	28463.27000000001	32266.37	31422.880000000016	31641.44	27542.81999999999	23610.66999999999	39576.79	28823.189999999995	17892.680000000004	33350.03000000001	42105.110000000015	37345.37	30750.64000000001
K07461	K07461; putative endonuclease	12571.769999999995	11887.830000000005	15289.06	13553.19	17996.750000000004	11558.78	16639.91	16033.04	10863.149999999998	11695.98	13337.529999999995	19401.540000000005	15220.13	21346.96000000001	17586.15000000001	20207.49	14593.810000000005	11677.7	16778.860000000004	11711.56	18517.77	17231.680000000008	16627.47	16011.55	13266.089999999998	14352.619999999995	12823.410000000002	9102.169999999998	14216.410000000002	15245.31	13558.83	12641.380000000005	14906.009999999998	14003.64	11251.980000000005	18916.32	20236.61000000001	19987.159999999996	17741.12	14761.54	21182.19	17686.77999999999	12100.47	17352.840000000007	16456.450000000004	17215.149999999998	18296.39
K07462	recJ; single-stranded-DNA-specific exonuclease [EC:3.1.-.-]	39519.25000000002	30045.279999999995	27750.800000000007	34911.860000000015	33980.53000000002	31114.14	36420.52	35454.080000000016	34289.03000000001	35471.89	25607.950000000008	34053.56000000002	30056.91999999999	36492.210000000014	34695.16000000002	34576.51000000002	30110.75000000001	24243.049999999992	34841.5	27763.06000000001	34114.57000000001	31564.25	30172.66000000001	31806.419999999995	35679.240000000005	31123.59000000001	28497.400000000016	26179.420000000016	30864.86	37474.750000000015	37376.35000000001	37924.18000000002	37855.84000000001	33965.42000000001	29859.950000000004	33273.790000000015	32433.630000000016	33021.16000000002	29820.62	24590.16999999999	40341.24	30215.859999999993	18801.44	34240.060000000005	43206.20000000002	38767.85999999999	31900.310000000005
K07464	cas4; CRISPR-associated exonuclease Cas4 [EC:3.1.12.1]	29433.780000000013	20921.83	20166.850000000006	22829.49000000001	22652.040000000005	19625.61	24199.04	23194.97000000001	23641.83	27437.24	15026.39	23770.509999999995	16986.54	25819.07000000001	25355.42000000001	21553.66	22390.39000000001	14028.73	24013.97	16611.43	25849.71000000001	18616.140000000007	18924.01	22426.140000000007	26457.9	19443.14	19959.390000000007	19162.420000000006	20495.020000000004	28344.790000000008	26802.17000000001	29713.44000000001	29345.28	23512.0	22584.94	26711.43	26962.65	24713.21	23179.32	18127.54	29286.53	21711.749999999996	13469.89	23361.28	33280.640000000014	29225.249999999985	22416.57
K07465	K07465; putative RecB family exonuclease	20.0	9.0	7.5	14.0	19.5	17.0	10.0	13.5	10.0	1.0	5.0	12.0	15.0	9.5	7.0	17.5	10.5	3.5	1.0	14.0	13.5	8.0	16.0	27.0	13.5	4.0	8.0	15.0	11.0	6.0	12.0	16.0	4.5	3.0	3.0	14.5	10.5	12.0	24.0	29.5	11.5	12.0	10.0	6.0	13.0	13.0	11.0
K07467	rstA1; phage replication initiation protein	2326.12	2540.99	1197.37	2105.2000000000007	1778.3499999999995	1807.16	3509.69	2031.3	2193.9	1789.6899999999996	3258.71	3634.92	1230.7600000000002	2669.4	1626.1799999999996	2510.12	1466.9900000000002	1825.6	1843.16	1738.75	1572.7000000000005	1600.5	2822.1	2694.0	1430.67	2663.99	1717.4499999999996	1210.6399999999996	3014.05	3047.96	2130.83	3952.16	2691.14	2567.82	1630.2099999999996	960.1	831.9200000000002	1679.7099999999996	1247.2	1643.1800000000005	3240.26	2227.63	987.0600000000003	1147.2599999999998	1583.73	1101.1	1662.13
K07468	K07468; putative ATP-dependent DNA ligase [EC:6.5.1.1]	2.0	9.0	7.0	1.0	6.0	5.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0
K07469	mop; aldehyde oxidoreductase [EC:1.2.99.7]	467.33	340.67	147.0	459.33	509.33	250.0	235.0	342.33	348.0	390.67	121.0	285.67	223.0	276.0	189.33	426.33	188.67	209.33	211.67	122.33	291.33	126.33	140.32999999999998	246.67	256.0	387.0	115.33	170.0	155.0	540.33	619.33	869.0	481.67	519.33	349.0	132.32999999999998	136.0	983.33	1338.67	1625.33	677.0	2964.0	885.3299999999998	103.0	118.0	136.32999999999998	110.67
K07470	sbmC; DNA gyrase inhibitor	48.38	73.07	88.88000000000002	73.5	59.56	103.37	31.81	89.26	37.02	37.67	61.86	75.28	56.18	50.74999999999999	74.11999999999998	151.92	90.54	99.34	131.18000000000004	174.62000000000003	94.35	105.96	53.77	106.85	50.23	55.91	78.09	84.78999999999998	74.86	40.47000000000001	37.54	76.89000000000001	49.53	55.22	59.62000000000001	85.63000000000002	83.43	74.71000000000002	21.84	55.13	31.35	31.91	33.4	37.83	22.110000000000007	39.44	38.13
K07473	dinJ; DNA-damage-inducible protein J	31633.09000000002	21506.16	16192.2	26787.82000000001	24346.62000000001	15013.26	25258.97	23461.400000000005	24293.58	28804.730000000003	14773.85	20989.840000000004	16168.47	24426.230000000014	19586.31000000001	20214.140000000007	16729.889999999996	15086.9	24208.61000000001	15920.589999999998	23355.46000000001	19730.870000000006	18515.910000000007	21131.38	26257.480000000003	19743.390000000007	15327.28	14431.9	19069.24	30655.530000000013	30006.330000000016	31681.84000000001	30453.87	25255.24	23722.75000000001	14241.25	9700.3	13871.12	12322.07	14107.42	29153.78000000001	19441.619999999995	8439.97	19062.280000000006	35105.720000000016	27709.499999999996	13793.42
K07474	xtmA; phage terminase small subunit	222.2	276.97	273.21	363.96	225.31	183.73000000000005	431.42	311.06	360.74	237.09	346.69	341.55	527.66	283.61	294.85	322.08	339.66	367.05	296.73	433.36	279.78000000000003	256.74	255.49	189.4	215.86	300.47	245.08	281.65	335.54	96.97	178.87000000000003	130.84	189.28	221.24	238.12	286.98000000000013	214.33	522.87	398.96	311.0900000000001	364.43	290.33	432.5	374.0100000000001	372.91	302.89	543.3100000000002
K07475	cas3; CRISPR-associated endonuclease Cas3-HD [EC:3.1.-.-]	3.0	3.0	5.0	4.0	0.0	0.0	0.0	0.0	5.0	5.0	5.0	5.0	0.0	1.0	0.0	0.0	1.0	4.0	5.0	5.0	0.0	1.0	0.0	2.0	1.0	2.0	10.0	8.0	1.0	0.0	0.0	1.0	4.0	1.0	5.0	6.0	0.0	1.0	0.0	1.0	2.0	7.0	5.0	4.0	0.0	0.0	0.0
K07476	yusF; toprim domain protein	20.0	21.0	28.0	15.0	21.0	25.0	106.0	71.0	70.0	59.0	86.0	75.0	117.0	103.0	10.0	10.0	16.0	11.0	18.0	15.0	17.0	14.0	15.0	20.0	25.0	14.0	35.0	26.0	24.0	13.0	5.0	2.0	3.0	4.0	13.0	8.0	7.0	3.0	69.0	62.0	57.0	56.0	46.0	62.0	60.0	87.0	81.0
K07477	K07477; translin	16.5	20.0	29.0	14.0	26.0	31.0	8.0	14.5	0.5	0.5	0.5	4.5	11.0	9.0	1.0	8.5	0.5	0.5	1.0	5.0	7.5	4.0	3.0	13.5	0.0	1.5	3.5	1.5	11.5	8.5	3.5	9.5	0.5	1.0	0.5	0.5	13.5	8.0	7.0	5.5	0.5	0.5	0.0	5.5	9.0	6.5	2.5
K07478	ycaJ; putative ATPase	64204.140000000036	45939.39000000001	40204.51	52245.45000000002	52907.15000000003	42017.429999999986	55277.41	52580.90000000003	53437.00000000002	59445.71000000001	34994.180000000015	48298.52000000001	42847.45999999999	54333.92000000002	50113.93000000002	47505.18000000002	43579.26000000002	34718.90999999999	54752.16000000001	38450.330000000016	53159.400000000016	46541.62000000002	43291.98000000002	48414.59	57859.30000000001	46331.12000000001	40618.52000000002	36397.91000000002	45701.37000000001	61693.41000000001	60554.47000000002	64831.92000000004	62704.67000000001	54494.08	48192.03999999999	44392.47	39677.580000000016	43485.080000000016	37043.42	35320.749999999985	62491.48999999999	41713.599999999984	24448.070000000003	49359.86	71222.52000000003	62184.06999999999	41318.1
K07479	yrdD; putative DNA topoisomerase	55.37999999999999	75.91	90.54000000000002	75.0	78.21999999999998	107.04	33.309999999999995	92.26	40.02	37.67	62.86	77.78	79.18000000000002	55.92	80.94999999999997	161.42	104.54	109.01	134.85000000000002	180.79	120.85	115.29	54.77	112.85	57.23	56.91	79.09	87.28999999999998	94.86	43.47000000000001	37.71	79.89000000000001	59.53	55.22	59.62000000000001	85.80000000000003	105.43	77.71000000000002	21.84	55.63	36.35	33.91	33.4	39.33	31.110000000000007	45.44	40.13
K07480	insB; insertion element IS1 protein InsB	268.64	406.88	440.31000000000006	390.85	333.87000000000006	559.39	80.46000000000002	548.9799999999998	102.81000000000002	137.41	179.31	259.13	262.23	195.72	129.82	693.8800000000001	210.0	264.78	305.52	471.43000000000006	362.64	319.83	51.11	428.8	109.04	101.5	178.92000000000004	134.20999999999998	234.52000000000007	114.27	66.33000000000001	310.78	107.06	156.38000000000005	137.43	97.13	228.64	137.92999999999998	35.16	378.92	82.88000000000002	142.29000000000005	117.03	90.58	119.81000000000002	159.99999999999997	31.930000000000003
K07481	K07481; transposase, IS5 family	388.88	2759.08	3530.02	858.53	1242.98	1147.5800000000004	1264.07	1835.8	5356.66	1752.25	2699.78	1406.9299999999996	7673.55	609.1300000000001	920.67	742.85	1805.77	1794.9299999999996	582.3499999999998	3149.23	1198.92	1987.55	1307.6799999999996	2489.54	4530.48	5295.12	7441.9	2868.18	2440.58	577.16	355.3	383.3	627.6700000000002	927.46	1662.72	723.84	908.98	1380.93	1687.65	755.75	588.16	1330.02	1807.5	527.25	865.02	933.23	1135.4
