pathway	description	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
PWY-6565	superpathway of polyamine biosynthesis III	0.0	0.0	2.9762	0.0	22.660999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.4654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.6729	0.0	0.0	0.0	0.0	0.0	0.0	2.9842	23.0621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.4308	0.0	0.0	0.0	2.9548	0.0	0.0	0.0	13.8706	0.0	0.0
PWY-6572	chondroitin sulfate degradation I (bacterial)	239.2033	402.8553	743.7603	781.8607	471.2049	243.7738	300.6866	157.7529	367.8293	178.618	421.3909	144.2168	576.2383	126.6753	80.2452	74.96600000000001	248.7751	373.8575	140.4957	396.975	217.6323	179.2085	211.2585	179.3837	157.0014	806.6148	228.6806	64.6266	286.469	257.1963	279.1049	62.6443	333.5245	130.4797	201.53	81.4435	143.3932	232.8094	20.4994	34.0671	102.3815	103.8064	30.5156	140.3203	25.7617	60.2245	218.9564
PWY-6581	spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis	0.0	4.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	3.75	0.0	0.0	0.0	2.0	0.0	0.0	1.5	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.4	0.0	0.0	1.0	0.0	0.0
PWY-6588	pyruvate fermentation to acetone	15689.5379	9105.2296	7913.2336	18378.7072	13887.7234	13617.0502	18872.1836	18098.0427	12741.2641	10099.3892	16488.1212	12604.2932	8627.5003	15078.6353	10543.4106	11533.5425	10847.3798	8046.9909	10809.0111	12063.4953	11969.3291	9483.0272	9669.6906	13173.3383	10643.0078	9850.5063	7558.2079	8208.101	10761.2001	12156.0197	15748.0416	17545.8377	16889.2357	15929.0834	11616.3186	3237.9126	2175.4439	3984.1666	1905.0875	5966.5484	8422.3625	4082.5921	1847.0884	3281.4576	8205.5106	4663.6616	4032.8339
PWY-6590	superpathway of Clostridium acetobutylicum acidogenic fermentation	3217.4532	3196.3998	3534.1049	6125.6539	2792.7407	2676.6769	3457.9145	3280.7206	2245.4539999999997	2546.5802	4637.9042	3101.0273	2008.8627	2775.2568	2136.9434	3281.9577	2247.2096	2357.8018	2970.077	4148.4855	2857.8199	2153.6023	2084.7999	3281.8573	2888.8189	2631.6139	2848.5862	2471.3909	2262.5029	2092.1114	2846.9313	4299.0563	3909.802	2400.3954	3875.9804	2492.2422	1845.9675	2209.6977	1460.2324	2436.1955	1501.9151	1377.6217	1657.1836	1498.6999	1376.6523	1322.756	1732.4994
PWY-6608	guanosine nucleotides degradation III	9415.5385	8786.9022	13607.2722	8492.2878	16055.2311	10508.5946	13198.3714	12957.6496	8269.1976	8780.3078	9718.4294	13169.6387	14746.1724	16275.3444	14436.108	10462.1772	12539.743999999999	10388.6685	13832.855	10900.7693	19886.0264	13828.8768	11176.8238	14068.7852	10202.4606	12650.3201	12063.2795	6723.1322	10929.5484	12564.4125	9754.1262	9533.4737	13117.0982	12149.0757	9020.9765	8729.5611	6033.3495	10144.9182	9875.7752	10861.5821	13709.9792	11663.701000000001	7381.9748	8894.0892	10829.9537	9382.7303	7650.1092
PWY-6609	adenine and adenosine salvage III	40827.6587	31252.7366	29581.7397	35846.8149	38137.6402	33400.458	39659.6987	38343.955	35526.3652	37254.1931	27716.8114	35788.7458	34190.5897	40693.4279	38483.4809	37816.4636	31815.7589	27194.9217	38541.7857	29579.9944	38479.1589	36039.996	33975.5709	34523.2042	37271.6225	34156.1958	29559.6094	24368.8743	33342.5626	39637.8199	39285.2854	39352.1385	40000.1404	36501.4331	31237.6389	32933.4447	31330.2867	33999.0242	30338.1679	26529.863999999998	42736.1677	31706.7684	19804.8318	35224.5767	45306.3334	40406.0759	32241.0515
PWY-6612	superpathway of tetrahydrofolate biosynthesis	7661.1744	13462.3971	15996.3378	11347.5974	9802.3267	10661.2756	10319.5123	9952.5767	15306.1101	10192.3232	10196.8834	14868.9074	17803.1489	7744.602	11569.7416	7640.2038	14923.5897	14518.8716	11060.1687	14450.7923	13746.7512	12799.3344	13873.6679	13437.5805	16607.2263	20321.6731	18877.8879	18188.8428	13160.8856	8033.6381	8090.959	5484.9267	10640.086000000001	9105.0088	12428.5644	18332.8326	18708.1735	14671.8051	7898.8315	5859.7664	6241.3695	8048.2503	8596.132	9424.07	4802.9626	8136.1384	15654.2838
PWY-6628	superpathway of L-phenylalanine biosynthesis	2734.9128	11070.2879	7615.5611	2929.9374	8798.92	6323.6799	1806.7387	4461.9017	9589.5646	4781.4452	8563.4648	7165.3983	6842.1073	6511.8626	7930.1087	11340.8497	4263.4509	14078.5862	7643.9006	8146.0935	5588.1213	11077.0142	9105.0635	7745.706	4265.6807	3317.1948	5487.378000000001	8080.7132	10219.6712	2639.6344	2552.2439	2700.3645	2331.7752	5541.9844	7087.5545	5604.8873	5340.5191	4082.7277	11388.1765	2966.9695	2000.1771	4016.772	3722.0132	2951.1981	2224.4292	4280.0667	3339.8162
PWY-6629	superpathway of L-tryptophan biosynthesis	337.5419	496.7621	654.8642	443.2115	329.2971	624.6498	63.8637	591.3688	123.5621	143.5168	320.2959	234.6999	202.7544	179.2451	39.9214	672.4079	210.805	182.74	329.3306	379.4542	210.9595	238.4263	55.9508	505.0531	163.30100000000002	115.6742	258.0301	143.3376	198.9232	123.6239	67.9382	361.1118	119.6866	171.2328	222.6422	51.8948	179.2013	155.3956	27.938000000000002	429.5907	99.7601	163.2999	206.0553	67.813	91.8817	167.4155	3.9596
PWY-6630	superpathway of L-tyrosine biosynthesis	2734.6434	11045.023000000001	7598.3387	2929.2068	8791.7352	6317.3368	1806.4153	4460.0878	9568.8352	4779.2534	8542.4598	7158.6792	6821.1793	6508.9428	7923.9755	11331.4403	4260.3574	13991.2371	7639.0116	8119.6197	5585.0373	11049.5069	9084.2388	7733.4066	4262.6203	3312.992	5472.5162	8062.2804	10190.8048	2639.2870000000003	2551.9693	2700.1774	2331.577	5539.0449	7081.630999999999	5600.7265	5336.5557	4080.3879	11361.97	2965.0718	2000.0624	4014.782	3716.8036	2950.6474	2224.3045	4278.8346	3338.6363
PWY-6641	superpathway of sulfolactate degradation	96.6533	120.0812	129.2534	170.6219	147.4902	185.8556	59.75	73.0033	91.9517	85.9906	98.5406	215.9101	124.1889	52.3813	50.7201	310.6155	54.0201	60.3208	71.4231	89.0275	80.6268	25.7914	45.636	120.9783	42.3995	99.2272	70.5501	49.6818	49.781000000000006	53.1332	65.4449	98.2455	91.1917	68.0256	111.6179	38.1117	56.1765	1635.0993	2105.4315	2965.7982	1376.8265	2513.5481	1640.4471	54.4781	84.3161	60.4712	73.1988
PWY-6660	2-heptyl-3-hydroxy-4(1H)-quinolone biosynthesis	0.0	0.3972	2.7775	1.1855	4.1491	3.3634	1.5515	0.0	0.7385	0.0	2.7623	1.5781	5.087	1.4968	2.2363	0.0	1.1265	0.3981	3.1396	1.5756	2.9276	3.2659	2.661	0.0	0.7833	0.3925	7.3832	1.9747	4.5171	2.6182	1.4968	0.0	0.0	0.0	3.1519999999999997	1.1758	5.6553	1.8182	2.5239	0.0	0.0	0.0	1.5813	1.4968	3.3333	1.0759	2.5580000000000003
PWY-6690	cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate	33.9678	38.6987	37.9985	23.5378	51.1872	69.6455	11.1991	11.4418	11.6433	10.2049	8.1611	10.243	34.2916	24.8546	55.104	73.1435	43.8699	46.6394	46.8344	60.7882	59.3296	73.2308	17.0855	8.9381	14.4247	12.6091	13.2386	14.0236	30.3657	21.3545	26.9844	33.4989	35.268	28.5539	22.6195	33.766999999999996	49.4268	50.7324	9.0759	10.8872	12.0334	6.579	6.0342	6.7798	18.9286	25.6688	15.9788
PWY-6700	queuosine biosynthesis	5017.7705	9255.3705	11725.1224	7408.8373	5200.5048	7917.1967	6568.2467	5860.069	7408.924	5607.451999999999	7164.7201	10205.7836	11988.3601	6485.8208	10617.752	7140.6917	8979.6894	7328.254	5730.9262	9310.7281	9657.3884	8610.0574	7608.1314	9391.6882	9555.6172	13844.5626	13567.2054	13953.0694	9537.7375	5413.0052	5311.9527	3978.3568	5717.6598	4829.6018	7483.581	8882.9712	8829.8775	13601.6232	9585.8145	8173.5557	6648.6487	12140.7515	7855.5149	7678.6714	5691.8695	5680.5598	8522.7267
PWY-6703	preQ0 biosynthesis	4288.6767	7543.3161	10003.134	6162.1045	4463.0162	5982.4057	5672.0756	5469.7798	6062.9126	4313.145	6421.0373	9883.5284	9077.7178	7141.0419	9354.8624	7549.8741	9253.2876	6521.2566	5510.7699	8678.1816	7369.3211	6328.5541	7855.7565	8004.9677	7704.6342	10267.4105	11620.2191	11636.7378	9320.3561	4507.4931	4563.7064	3389.8435	4735.4981	4154.4792	5781.0015	8561.5405	8738.5807	12350.1856	8864.1245	6886.4351	5576.0832	9828.1619	6826.9595	7077.6111	4775.0407	5042.2234	8530.0218
PWY-6708	ubiquinol-8 biosynthesis (prokaryotic)	444.9166	555.9255	915.5114	502.4549	409.1164	644.7589	390.1742	571.1855	295.1066	303.5738	482.4794	434.9254	363.1901	359.2392	481.4102	721.6492	516.2044	574.6549	614.75	662.9452	401.6973	505.7701	411.0726	680.1149	450.1741	476.1871	704.8605	516.0557	327.3556	271.7234	284.6033	398.1531	320.0534	334.4354	539.9228	502.1632	416.0019	1110.8326	1336.6346	1695.5075	730.325	2287.3468	1008.22	299.006	203.8651	298.9188	441.1333
PWY-6713	L-rhamnose degradation II	2.3538	6.8389	8.8243	0.0	2.4126	2.4459999999999997	2.0719	0.0	2.1619	4.2052	5.9015	0.0	0.0	2.3414	4.6985	0.0	6.7886	6.9178	6.9684	2.4553	2.4409	0.0	3.8572	0.0	0.0	7.4137	6.0585	0.0	0.0	4.2931	0.0	2.3906	4.5227	10.0845	7.9872	2.3705	0.0	0.0	0.0	2.2230000000000003	2.2117	11.4155	2.1365	0.0	0.0	0.0	4.2559
PWY-6728	methylaspartate cycle	158.7651	178.865	306.0451	237.52700000000002	198.1306	303.5915	54.5371	234.1475	59.4269	32.0018	130.9071	133.7393	82.1215	121.6414	57.8052	267.192	89.7454	104.4364	120.6463	184.821	75.7831	118.2055	60.7216	217.7989	71.6581	44.3053	106.9597	100.4333	75.4568	61.309	62.7828	162.8329	77.0909	35.3996	74.5237	167.3221	167.3699	152.3649	29.113000000000003	169.1986	33.2513	34.0858	82.1715	62.5682	46.1706	87.5549	4.7932
PWY-6737	starch degradation V	48113.078	37773.7859	36254.86	42913.3846	43917.6681	35966.7191	46094.7718	44472.0861	40903.1055	44661.64	31214.8082	44498.8375	36245.9211	47466.9296	43971.2818	41311.0434	38148.2279	30635.9826	44062.608	33483.0517	44856.3472	39600.539	38115.013	41439.9106	45753.0482	40014.278	35869.1661	32303.7842	39547.9685	48575.7346	47632.2782	46720.7084	48662.8675	43684.4086	37437.2359	38353.2712	35816.3741	39949.002	33686.9747	30961.2966	52423.0506	37760.4299	22595.916	43699.8561	55723.6928	49702.4567	38274.163
PWY-6749	CMP-legionaminate biosynthesis I	465.2088	1099.536	1112.4777	635.3676	604.8275	902.0927	549.7212	619.4728	470.9759	709.3835	634.6594	639.111	838.6685	304.7157	419.3222	334.0339	309.8917	830.1456	448.1125	869.0838	379.7164	583.4942	697.5737	594.9899	661.6655	1190.4863	449.2056	368.1525	422.9441	561.3789	549.2553	424.5758	513.4284	913.9384	1152.0418	728.0081	366.9726	579.8867	510.9276	788.5241	1054.3176	590.1167	431.3578	1024.9933	1397.2844	1323.7486	1155.1239
PWY-6876	isopropanol biosynthesis	160.4279	50.6225	72.8838	102.541	156.3192	162.3043	336.3886	284.3657	336.6693	209.8246	101.1798	63.2649	1618.9053	152.7121	186.1658	469.1632	96.5302	1776.0105	935.8788	917.6074	351.3344	1167.4852	1566.8211	133.7443	44.6346	3143.8587	279.7822	71.8944	332.7777	51.9698	58.9632	86.5889	41.9813	29.6697	31.6454	50.3092	30.6488	73.2659	77.5924	119.7287	29.9904	16.3356	19.9895	22.6536	34.6684	73.9398	87.5813
PWY-6891	thiazole biosynthesis II (Bacillus)	2439.177	2162.2115	3635.7740000000003	2624.4497	2545.4755	3080.2561	2112.7375	2985.0009	2126.0749	1720.9198	2538.8903	4597.5586	2330.6988	4873.5959	4047.2688	6621.7252	5287.3332	3458.4084	2840.6263	3926.9447	2305.0775	1805.1353	4723.4228	3124.0542	2074.1849	1657.1723	3443.4462	2274.6231	4079.7937	2625.5018	2792.802	2974.0586	2397.1809	2317.2786	2047.2995	933.0186	1006.3685	5348.1611	5926.564	5491.1609	2766.5957	8186.0805	3851.8702	977.955	649.205	923.738	1877.5012
PWY-6892	thiazole biosynthesis I (E. coli)	6702.5615	10103.8349	12927.1429	8771.334	6777.0607	9560.4457	8350.2478	8212.413	5793.8629	5930.5747	8668.4058	14064.7368	8405.878	11766.8505	13959.9199	12850.5778	12071.9232	8220.9335	8239.9596	10154.2803	10884.829	7045.0235	11494.6771	10801.6071	7978.8645	9917.8336	12388.5807	14091.2166	11493.2496	6945.9632	6785.3814	5230.9399	6310.6235	6155.0695	7938.9629	21893.2999	25352.4965	20691.8905	18076.7845	10884.3454	8275.978000000001	12580.928	11435.9078	11847.006000000001	7039.8893	7828.2966	19073.8748
PWY-6895	superpathway of thiamin diphosphate biosynthesis II	3540.9473	4805.6067	8182.0736	4818.7803	4155.8668	4954.043	4378.4109	4357.2234	4697.312	3359.9153	4610.0116	7090.9314	6061.4631	3692.5422	5443.0007	4178.8306	7750.4423	6072.0805	4068.8936	6591.9565	5369.0846	4258.0103	5555.8587	6185.2442	5133.1074	5217.4477	8304.8197	6553.5708	6241.2229	3811.0346	4070.2772	3793.395	4289.6323	4036.5941	4538.7648	3425.7116	3549.1296	7716.1392	7455.0256	6548.3004	3783.0718	8493.856	5545.87	2584.1603	1451.8742	2430.061	4627.2198
PWY-6897	thiamin salvage II	17986.8602	16388.9387	19857.6898	18257.4851	21688.4787	19535.4628	22206.7076	21902.9118	14537.5376	16610.0151	16439.2141	24973.9413	17594.3826	25362.1061	25127.1366	23011.5361	20212.2847	14547.453000000001	19562.4081	16538.135	23936.2307	19284.1028	20294.7943	21241.9458	18678.4614	19423.4521	17935.3768	14022.8731	19594.8226	21035.9907	19621.8653	16344.7136	20575.2691	18338.371	15917.3323	22737.7169	24778.3931	26906.2306	25250.0807	17775.8691	27958.3347	23418.5747	15680.2374	23168.2365	23460.82	21527.6275	23905.2359
PWY-6901	superpathway of glucose and xylose degradation	5370.2386	6603.4607	6168.0979	5770.6221	4356.609	5441.0496	4714.8952	4531.6283	6540.5961	3962.3589	6532.9235	4964.8421	5224.6	5038.5654	3329.3897	3732.5043	3932.8432	5456.4615	4101.8921	5908.1577	3904.4029	4289.5972	4704.6935	4916.1377	3513.3491	7675.4989	3868.5721	3253.4674	6289.4763	4261.4131	4841.3223	5653.303000000001	5549.6393	5541.5967	4595.4622	4472.6643	3581.8014	8804.3615	6226.2815	6182.9486	7328.7347	6872.2012	5327.4267	6176.1398	5310.2216	3079.4501	6465.4978
PWY-6906	chitin derivatives degradation	59.0682	66.3873	124.1815	55.9389	106.1762	54.0199	30.8262	32.6758	29.798000000000002	36.2976	72.8535	34.4457	76.3852	18.7273	48.6665	83.5463	30.5945	73.911	94.9375	69.378	85.7155	19.3279	53.7933	58.5495	27.3065	35.2437	99.3527	74.4027	60.9572	18.3558	26.2135	40.8132	31.3104	42.8354	77.8186	49.1956	76.9572	19.029	27.6993	29.4405	25.8445	63.1375	44.6469	28.9763	41.2574	9.5767	67.1001
PWY-6944	androstenedione degradation	17.0176	19.8947	7.9113	5.3517	0.0	20.6599	11.9311	7.5149	7.0282	17.2285	0.0	1.5351	0.0	14.4917	10.960999999999999	0.0	17.4045	22.0027	1.6025	4.106	0.0	5.6465	12.7479	10.1623	8.5206	18.4476	5.456	2.8793	0.0	4.2499	12.5119	8.6704	4.968	9.8064	4.3716	2.1892	8.7492	27.1166	26.1252	9.8344	6.3971	18.4411	4.1335	0.0	7.7847	15.1424	18.1465
PWY-6948	sitosterol degradation to androstenedione	7.4358	5.7069	4.5047	1.9127	25.5356	9.443999999999999	3.7867	0.9871	0.0	0.0	0.0	0.0	19.1491	2.9155	0.0	0.9765	0.9907	0.9899	0.0	0.0	16.8498	1.9379	5.5863	1.9504	2.8402	1.9474	0.0	0.0	15.7594	3.7601	5.6978	0.0	0.9676	0.0	0.0	0.9088	14.7582	1.9696	1.9546	2.9229	0.971	0.0	0.0	0.0	10.504000000000001	3.8232	5.5814
PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	5557.5534	10431.9023	17080.2518	8517.9747	6984.009	7858.5061	7496.3412	7009.1767	8307.7547	5800.8173	8062.5765	11216.9748	13638.6684	5607.3504	8195.4332	5004.8999	11882.0238	8223.9804	5619.6388	9440.2953	11714.5473	7285.576999999999	7220.2155	11361.1781	11601.1429	16101.2774	17884.0222	17496.723	8163.8782	5527.0115	5682.7408	4064.8145	7327.0291	6359.9684	9570.6882	14590.1433	13589.7006	10064.1531	7964.944	7485.012	4956.3031	6919.4409	7311.4379	6656.4245	3338.9197	5952.7652	10894.8244
PWY-6992	1,5-anhydrofructose degradation	7.1039	8.8874	11.1091	11.437000000000001	15.9046	9.5897	0.0	4.9281	0.0	0.0	0.0	2.4418	0.0	4.8481	2.4602	14.4272	4.7615	10.3427	6.1758	11.2217	7.0902	2.4626	4.8525	18.8828	9.1289	0.0	12.3502	11.5646	4.7822	2.4389	7.1819	4.8857	0.0	2.1428	2.3683	4.6872	4.7724	4.8645	9.4721	2.4811	0.0	2.2221	2.3332	0.0	2.4137	2.4358	7.2405
PWY-7003	glycerol degradation to butanol	1063.6331	918.0127	1759.751	1141.9827	1557.3358	2566.0167	1126.2209	1387.2363	1455.8152	1078.7949	1681.0725	1594.6548	2001.8598	1871.4093	2034.9683	3377.5962	1448.9955	3793.1422	2101.097	2198.924	1355.9997	2436.6532	2791.2057	1892.4560000000001	974.1621	1246.3322	1786.4016	1689.2281	2601.6532	1004.7032	638.4144	820.9771	760.051	1214.979	1252.9456	1245.0867	1094.3905	2872.1219	1759.5551	1490.8737	1273.976	1330.5965	1962.8972	925.9714	992.5023	1210.6377	1299.9748
PWY-7007	methyl ketone biosynthesis	17.8951	17.8975	8.9785	11.9776	38.4449	29.6579	9.9703	12.9474	5.983	0.0	1.9992	0.0	29.5368	10.9552	5.9825	6.9851	14.8977	4.989	0.0	0.0	26.7422	9.9516	13.9021	11.9557	8.971	1.9984	3.9944	0.0	21.7781	7.9674	19.8529	9.9761	4.9934	0.0	0.0	0.9996	20.7707	17.8547	7.9562	20.8234	4.982	3.9879	1.9978	0.0	13.8463	11.8831	11.9154
PWY-7013	L-1,2-propanediol degradation	2688.8533	3431.3127	1472.7188	6232.606	2287.2926	1701.5052	3126.6116	2683.2940000000003	2296.5148	3018.3322	5047.396	3175.9232	1669.7903	2984.0661	2102.0244	2633.0292	2203.4298	1939.1766	2063.6324	4704.0873	3202.4495	2241.0439	1231.9284	2353.8222	3482.0809999999997	1287.2415	1347.4789	1780.0798	1799.9367	2350.3613	3222.2182	4705.1061	4958.6157	2444.9062	5428.3871	1331.0699	911.7531	1709.0656	647.5573	1732.604	1633.6529	1037.0643	730.8203	774.551	1400.8603	1310.3295	782.326
PWY-7084	nitrifier denitrification	14.6353	26.5599	34.3346	8.9975	31.2065	22.9105	6.5798	0.0	0.0	5.4898	0.0	20.5803	9.4911	6.4575	7.3255	12.5236	0.0	0.0	0.0	0.0	9.5376	0.0	9.0289	15.5264	0.0	0.0	0.0	22.5659	7.2365	8.0481	6.8832	0.0	0.0	0.0	0.0	31.5628	9.3507	0.0	0.0	7.2881	0.0	0.0	0.0	11.1396	7.147	8.7724	0.0
PWY-7090	UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis	243.495	105.5409	156.4126	105.676	193.229	314.1809	203.2124	441.5948	136.8892	115.0319	148.9279	176.5142	160.4327	85.8328	74.4846	117.5256	106.0464	202.4857	154.0913	167.8284	174.8062	167.0894	194.7072	146.9793	299.4182	175.3396	173.5718	83.788	145.7615	337.755	248.0065	107.713	233.4783	130.58700000000002	140.3394	137.9864	201.8425	103.2312	604.039	87.9993	41.938	236.2965	191.1324	120.0586	160.2946	284.8724	202.2969
PWY-7094	fatty acid salvage	836.7329	860.1232	1326.6572	1068.0339999999999	716.3631	973.1692	1022.225	1255.809	495.0613	532.6224	1096.8825	829.4878	541.0229	820.5221	760.9843	1322.1952	614.8514	733.9843	732.1742	853.0349	543.6475	715.0656	769.3041	1223.8454	702.3275	620.0062	934.3889999999999	814.0638	522.062	542.7806	759.877	999.9339	523.0213	454.1618	987.6902	553.6029	397.9715	761.1389999999999	567.031	1004.7639	403.8788	394.3669	557.0583	273.5904	290.4772	427.9443	660.7382
PWY-7097	vanillin and vanillate degradation I	20.5863	30.5489	52.9572	7.7795	2.2115	17.5429	16.5255	5.8289	11.8847	35.3225	40.7545	4.4963	0.0	21.8412	23.3556	6.6737	18.9241	55.4	62.5066	13.4837	0.0	4.474	17.6092	7.3336	12.7895	34.9468	22.7312	8.2471	0.0	12.3477	7.6984	5.9353	15.2702	24.3982	20.6599	4.4088	2.3613	18.6565	25.5729	3.1818	10.3153	27.3553	12.6858	3.9201	2.3009	10.7591	17.2035
PWY-7098	vanillin and vanillate degradation II	22.6588	33.4644	58.3891	8.6729	2.4819999999999998	19.5285	18.1391	6.5203	13.0912	38.1875	44.6732	5.0291	0.0	24.049	25.9396	7.4865	21.0444	60.7959	68.7251	15.0847	0.0	5.022	19.6008	8.2188	14.2453	38.4905	25.3697	9.232999999999999	0.0	13.7295	8.5796	6.6426	16.9107	26.8157	23.0176	4.9449	2.6517	20.7459	28.109	3.5671	11.4158	29.9011	14.127	4.3838	2.5756	11.9521	18.9663
PWY-7111	pyruvate fermentation to isobutanol (engineered)	56595.8072	43402.2408	46859.7534	48471.0662	55658.6077	42230.4523	57943.6717	54444.7785	46668.3626	51938.1106	40115.1756	56454.9697	43646.6929	61115.9709	56891.8133	52839.6884	47875.7387	34329.9059	55469.4554	38386.7879	59131.2287	49118.4394	47443.8272	52735.06	55391.7454	47716.232	43175.3136	37469.2536	47021.3477	58874.5307	57305.2081	60089.1732	61774.2187	53253.5214	46102.5541	45426.1017	42153.5095	50138.9203	44608.7224	42682.2308	66696.7059	50975.058	29729.2823	49943.225	64949.2796	59066.7687	45224.6248
PWY-7159	chlorophyllide a biosynthesis III (aerobic, light independent)	0.0	11.6822	0.0	0.0	0.0	17.4525	0.0	0.0	2.9639	14.3853	0.0	2.9815	0.0	5.9149	2.9842	0.0	8.8866	17.6307	0.0	5.9678	0.0	11.8355	8.8471	2.9807	0.0	17.6549	0.0	2.9858	0.0	2.9786	0.0	2.9775	0.0	8.8211	0.0	0.0	0.0	11.8485	5.9453	0.0	2.9730000000000003	8.833	0.0	0.0	2.9663	0.0	2.9826
PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	2866.4942	5323.3918	9832.2171	4006.7476	4659.241	3553.8572	3536.4417	4554.4254	5259.4118	3514.5474	4196.1261	6392.5225	8430.1942	3520.4203	5350.2383	3409.4228	7264.7374	3920.1235	3280.4386	4596.2262	7503.7045	3917.0589	3587.0023	6752.8265	6825.8593	8897.214	10730.0821	10725.0782	4325.9127	3382.8237	3389.7287	3237.3797	4780.1368	3665.0127	5619.6912	7405.5881	7339.7135	7507.4549	7316.5492	4979.4747	3603.2505	6932.0378	5293.041	2901.3992	1951.3859	3082.3357	5346.639
PWY-7187	pyrimidine deoxyribonucleotides de novo biosynthesis II	5441.3813	8743.8815	13006.636	7335.9722	7042.0934	6710.1998	7245.2983	7491.5964	8833.2308	5819.1333	7399.0478	10527.9713	12433.1717	5611.2669	8213.0426	5893.5657	11025.5306	6845.4295	5165.492	7948.9301	10238.4249	6109.3422	6124.5095	10034.8914	10121.2435	12530.2188	13994.5532	14555.7343	7289.6565	5407.5819	5800.0415	8601.8898	7580.3194	5883.0055	8821.1076	12064.4314	11809.0567	11963.5442	11450.5907	7792.4811	6508.5563	10514.4652	7871.2683	5307.1218	3252.6202	5221.8404	9250.0159
PWY-7196	superpathway of pyrimidine ribonucleosides salvage	4375.4879	8286.9141	15043.7635	6200.7216	5841.5706	5171.1284	4565.1384	6105.7681	8280.2662	5010.9911	6130.4594	9569.5644	12677.6398	4264.206	6805.2844	4426.3571	10506.9995	5780.4705	4048.8044	6897.4336	9969.457	4892.1873	4827.54	9539.6968	10910.7343	13859.4796	16382.3652	15978.7751	6154.3754	4518.3009999999995	4716.478	4926.0586	6594.94	4800.7135	8634.1621	10758.5006	10549.3803	11120.1428	10560.7134	7307.7686	5059.6789	10842.3594	7794.9075	4423.9693	2486.8325	4245.4193	7884.4088
