Pathway	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
Novobiocin biosynthesis [PATH:ko00401]	117228.00000000007	88220.29000000002	82663.84000000003	106254.67000000003	102946.14000000004	90242.40000000002	107976.68	106413.56000000004	99894.49	105206.06999999999	74555.42	100916.93000000004	87459.06999999996	105140.74000000005	100423.87000000002	97124.63	87959.42000000003	75244.71999999999	105367.55000000003	82316.96000000002	101614.41000000003	93074.63000000003	88422.64	95320.65	106854.95000000001	95525.88	84462.76000000004	78642.03000000003	90762.51000000001	112516.54000000005	112849.71000000005	115809.55000000005	112893.29000000001	103012.34	89380.55000000003	100377.51999999999	97792.32000000002	97271.22000000002	90487.97	74193.24999999999	122210.24	91690.56000000001	55841.62000000002	103049.31	128846.63000000003	116687.46	94816.09000000003
Nucleotide excision repair [PATH:ko03420]	349097.25000000023	265327.78	251297.06000000003	309536.24000000005	306883.03000000014	269346.18000000005	327828.42999999993	314290.6600000001	298360.08000000013	318494.0800000001	225847.19000000006	307193.51000000007	268510.7399999999	326511.8000000002	310190.63000000006	299227.34000000014	268638.98	217953.75999999995	314343.5900000001	245290.5200000001	311582.8700000001	283683.16000000003	272214.4600000001	286665.49999999994	320377.8	285711.06000000006	256335.63000000006	233619.47000000012	275389.52	338346.7400000001	333215.8100000001	341777.38000000006	341034.95	303963.16	267202.94000000006	288133.6900000001	276031.6600000001	295598.51	261547.41999999998	220673.09999999995	369346.28	269340.2899999999	168031.71000000002	308658.47000000003	389809.72000000015	348940.55	278642.5600000001
Nucleotide metabolism	4719.32	7433.4	4630.84	5950.47	6037.960000000001	5005.499999999998	5551.050000000002	5841.04	5952.630000000001	4493.820000000001	6257.12	8629.28	5485.239999999999	9152.47	5972.01	8059.76	5204.699999999999	5802.9	5245.88	7020.110000000002	3971.2599999999998	4961.74	8049.49	4273.28	4392.22	4890.379999999999	4128.67	4088.9700000000003	7944.64	4589.29	3888.32	2651.4300000000003	3439.5299999999997	3582.41	3823.86	2658.3	2390.4399999999996	6767.92	5776.06	4066.3199999999997	7518.479999999999	6272.530000000001	3941.4000000000015	7742.059999999998	7213.66	4963.92	5927.3099999999995
O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	564571.7300000001	410795.14000000013	347773.8400000001	468244.67999999993	434501.0000000001	363606.32000000007	458776.1099999999	436075.42000000004	484526.8000000003	528401.79	297486.65000000014	402628.0600000001	388517.74999999994	441730.72000000003	411647.71000000014	411705.96	373812.26999999996	322561.14000000013	468625.04999999993	347524.8	438258.38	401950.3100000001	377709.81000000006	407253.45999999996	498388.58000000013	421230.2600000001	366278.96	329049.0800000002	397187.1799999998	523472.89999999997	520718.8800000001	565004.7500000002	528632.8100000002	467734.4100000001	417236.01999999984	412219.9099999999	378735.5100000003	387084.0	338373.56000000006	321152.02	514866.02	383157.4699999999	218301.34000000003	423689.27	601617.0300000001	532777.4899999999	370951.6700000001
One carbon pool by folate [PATH:ko00670]	441439.67000000033	340168.55000000005	323166.5100000002	397552.9700000001	384770.0700000002	337792.5300000001	412113.2300000001	394338.5200000001	383270.55000000016	403525.97000000003	289207.8100000001	384677.9800000001	346224.1599999999	406782.20000000024	385324.6800000002	371230.6700000001	342650.9	276637.32999999996	394882.14000000013	315371.11000000004	389748.14000000013	354447.42000000004	339632.5500000001	364421.7599999999	405368.1700000001	361847.4600000002	332861.1900000002	301283.86000000016	352111.0000000001	420211.7400000002	419464.27000000014	432620.8700000002	427155.2700000001	386800.94	337970.2300000001	363948.13	346234.4800000001	357847.73	313749.39999999997	274991.3699999999	449566.25	327987.1699999999	205604.36000000002	376388.64	482123.65000000014	429330.09999999986	346637.0100000001
Other glycan degradation [PATH:ko00511]	139491.22000000003	143780.68	216358.24999999997	134305.85	173877.38000000003	102964.43000000002	148019.59	138058.68000000002	128193.01000000004	148313.76	101067.77	159799.59000000003	183834.66999999993	151108.35	160096.83000000005	109125.22999999997	167890.88000000003	118072.68000000001	148870.15	116400.70000000001	220846.63000000006	148679.27000000005	124758.73	171754.70999999996	190064.85000000003	195952.66999999998	211421.52000000002	201843.12000000008	140753.24999999994	160751.03000000003	151159.5000000001	140104.78	172212.21	150206.75000000006	160330.71999999997	142202.30000000002	120591.21999999996	128529.52999999998	71549.02	100003.53999999998	149792.6	93494.03000000004	77769.21	131945.86000000002	154908.21000000002	146781.52000000002	125405.47999999997
Others	145021.08000000007	103666.07999999997	98759.82999999996	124426.49000000008	120032.74000000003	98606.4	123323.01000000002	119442.86999999998	118148.23000000003	130064.45999999999	80427.18999999994	116109.69000000006	102405.95	120309.95000000007	111902.40000000007	114538.29000000002	101299.39000000003	89658.38999999994	128705.32000000002	94971.88999999998	119154.10000000006	110665.49	106667.29999999999	110539.47000000002	126440.31000000001	119032.98000000003	97849.45000000004	91542.41000000002	101786.08000000006	137279.84000000008	135256.47999999998	141373.53000000012	136542.58000000002	120158.89	107799.15000000004	104599.67000000004	94549.90999999996	108530.24000000005	93800.43999999997	84843.06999999999	141934.19000000003	103824.34000000001	61173.63000000001	118037.78000000006	153286.61000000004	136557.28	99817.65
Oxidative phosphorylation [PATH:ko00190]	584005.4200000005	513795.72	633409.1600000003	564372.0700000003	640230.7800000003	546122.6600000001	649700.9299999999	633920.9000000004	510917.58	541941.1200000001	482885.78	676892.8300000004	590831.3800000001	687524.72	677387.7000000002	620339.0000000003	598773.2700000001	426974.7199999999	597626.1300000001	495327.94999999995	714776.1100000005	582968.55	553246.67	619872.13	620792.96	608102.4200000003	609143.32	538287.1300000001	548286.6200000001	614984.9300000003	594441.8900000001	565179.7300000002	638692.68	570730.28	520588.7700000001	616764.1100000001	605670.8000000002	646389.9600000001	571718.1399999999	472678.46999999986	706579.1400000001	561980.7299999997	384726.14999999997	588483.2900000004	669817.9800000003	611448.3700000001	592448.7100000002
Oxytocin signaling pathway [PATH:ko04921]	1.25	7.0	5.0	9.0	2.5	13.5	5.25	3.75	7.25	8.75	7.75	2.75	6.0	2.5	2.0	1.5	3.0	13.25	3.5	9.5	5.5	4.5	4.0	1.0	3.0	5.75	3.0	3.0	0.5	4.25	4.5	3.75	5.0	4.0	6.75	4.0	10.5	6.0	1.25	0.25	3.25	4.75	1.5	6.0	2.5	2.5	5.0
PI3K-Akt signaling pathway [PATH:ko04151]	42345.000000000015	31539.799999999996	33014.72	39454.19000000001	37891.85000000002	38519.259999999995	41619.439999999995	40566.000000000015	35340.460000000014	37385.61	29279.11	38810.77000000001	33128.04999999999	39952.74000000002	39785.09000000001	38866.19	36050.20000000001	25731.389999999992	37508.05	30968.17	39436.42000000001	33744.06	32611.18	36068.13	39013.24999999999	34877.51000000002	33765.93000000001	33676.71000000001	32744.05	40056.110000000015	41190.51000000002	41850.500000000015	42083.14	37862.020000000004	33438.68	46791.31	50135.520000000004	39707.59	39971.56	27545.63999999999	42197.62	31779.899999999987	22749.22	37488.57	44613.790000000015	41088.16	41061.27000000001
PPAR signaling pathway [PATH:ko03320]	70483.49000000005	59715.18999999999	66940.15000000002	63832.43	72608.71000000002	61545.0	74957.14	71484.18000000002	64469.15000000002	65128.21	56524.73	69198.44000000002	67904.04999999999	72592.31000000003	67584.56000000001	66241.56000000003	64738.66000000002	54966.039999999986	63577.730000000025	56821.250000000015	74929.64000000001	63543.900000000016	61868.71000000002	71207.39999999998	71346.31	70836.26999999999	67408.08000000002	53081.19000000001	68324.51000000001	74636.27000000003	73603.36000000003	77086.84000000003	77412.89	71661.64	62371.880000000005	75005.08	79552.87000000002	68036.67000000001	68326.69	52642.899999999994	71468.68000000001	52540.11	40898.22	58133.41000000002	64719.38000000002	66379.42	66074.39
Pancreatic cancer [PATH:ko05212]	0.0	0.0	0.0	18.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	18.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	1.0	2.0	0.0	2.0	11.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	4.0	0.0	0.0	0.0
Pancreatic secretion [PATH:ko04972]	642.33	2944.98	2438.89	1060.47	2109.640000000001	1344.5499999999995	1082.41	1580.4199999999994	3358.21	1364.36	3063.880000000001	1855.45	4606.7	1255.34	1284.16	1933.6700000000005	1208.4600000000005	3952.9400000000014	1689.91	3244.5	1347.79	3055.2899999999986	3010.97	2110.7	2061.07	4195.370000000001	3539.46	2196.05	3082.11	638.62	658.1400000000001	532.98	533.5699999999998	907.61	1472.47	702.31	892.77	1755.9800000000002	2040.52	707.1999999999997	520.73	1341.48	1781.47	516.45	485.96	725.0200000000003	804.7699999999999
Pantothenate and CoA biosynthesis [PATH:ko00770]	573043.0700000002	432770.2	415814.17000000004	511267.61000000016	508844.77000000025	415747.83	527689.5599999999	511220.9800000001	475406.7500000001	514728.36999999994	359259.44	511747.1800000001	421916.28	531001.0400000002	508083.3900000002	479107.0600000001	446396.2800000001	345997.20000000007	523093.24	393092.5900000001	520045.4500000002	455965.59	433462.30000000005	474463.18999999994	532560.6799999999	457211.3300000001	419352.7800000001	390980.25	449593.41	552839.4400000002	550096.9600000001	562134.0400000003	559621.18	497833.01000000007	439445.7900000001	458019.69000000006	428275.78000000014	469787.03000000014	399426.0800000001	358581.97	604512.82	438994.4999999999	264469.67000000004	514162.2000000001	645739.9300000002	570394.1899999998	455319.8500000001
Parathyroid hormone synthesis	0.0	0.0	1.0	18.0	8.0	0.0	0.0	1.0	0.0	0.0	0.0	18.0	11.0	0.0	1.0	2.0	1.0	0.0	0.0	17.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	8.0	0.0	0.0	1.0	2.0	0.0	2.0	11.0	10.0	0.0	0.0	2.0	2.0	1.0	0.0	4.0	5.0	0.0	0.0
Parkinson disease [PATH:ko05012]	56711.60000000002	46229.200000000004	48479.88000000001	53818.13000000001	56966.17000000002	53701.18	62049.950000000004	58333.700000000026	47750.380000000005	50331.249999999985	45971.54	60153.61000000003	49360.659999999996	63433.04000000001	60654.73000000003	58171.71000000001	50412.39000000002	40947.87999999999	56361.85	46372.61	58563.630000000034	53167.730000000025	53272.68000000002	53343.70999999999	52824.81000000002	52283.640000000014	45323.010000000024	39020.79000000001	51622.84	58423.65000000003	56017.17000000001	56638.30000000003	58591.84000000003	52619.21	45246.860000000015	56069.759999999995	56413.84000000002	59214.45000000002	56345.360000000015	44301.90999999998	70072.34	55186.82	35490.479999999996	56640.340000000004	65906.16	59666.57	55559.71000000002
Pathogenic Escherichia coli infection [PATH:ko05130]	40914.01000000002	30866.050000000003	29310.840000000007	37095.78999999999	35863.98000000002	32823.62000000001	37934.51999999999	36887.180000000015	34688.210000000014	36639.99999999999	26611.450000000004	35120.97000000002	31328.839999999997	37777.820000000014	35961.960000000014	36010.89000000001	31180.32000000001	25713.119999999995	36135.250000000015	28944.310000000012	35257.810000000005	32420.910000000007	31427.079999999998	33394.19	36500.70000000001	32785.860000000015	29656.100000000017	27139.43000000001	31777.45000000001	38972.62000000002	39217.500000000015	40483.91000000002	39131.530000000006	35906.43000000001	31005.569999999996	34206.29	33075.81000000001	34539.409999999996	32098.340000000004	26911.63999999999	41520.92	33269.049999999996	20305.600000000006	34618.14	43587.88	39423.19999999998	32364.800000000017
Pathways in cancer [PATH:ko05200]	41832.820000000014	33547.06999999999	32084.500000000004	39287.85000000001	37174.78000000001	34329.909999999996	38823.649999999994	38545.85000000001	36136.17000000001	37613.51	29152.550000000003	36741.03000000001	33047.95999999999	39204.970000000016	37458.570000000014	38961.74	32378.480000000014	29064.27999999999	38473.340000000004	32046.75	36724.540000000015	35087.28	33548.369999999995	35478.31	38049.969999999994	35431.820000000014	31573.83000000001	29256.49000000001	33640.84	39542.080000000016	39809.180000000015	41338.250000000015	40038.04	36344.55	33312.02	35645.25	34399.6	34614.47	33620.6	26788.66999999999	41154.3	31187.229999999985	20299.54	35503.3	43921.17000000002	40380.380000000005	33588.65000000001
Pathways of neurodegeneration - multiple diseases [PATH:ko05022]	28771.170000000016	19247.720000000005	16249.05	24129.729999999996	18429.1	18477.879999999994	22087.639999999996	21101.87	25860.180000000008	25535.69	15622.73	20096.379999999997	19522.800000000007	20519.149999999998	16925.53	21073.48	19011.49	17117.39	23625.610000000004	18909.089999999993	16110.310000000001	18899.699999999997	19616.679999999997	17256.63	24518.100000000002	20668.719999999998	19928.229999999996	17788.35	19495.480000000003	25204.41000000001	23794.27	28808.790000000005	23076.760000000002	20870.590000000004	19665.450000000004	16991.270000000004	14039.509999999998	21355.5	14389.199999999997	15744.970000000003	27680.820000000007	20829.06	11993.109999999999	25482.410000000003	31085.409999999996	26860.85999999999	18847.36
Penicillin and cephalosporin biosynthesis [PATH:ko00311]	5304.94	9453.189999999999	18852.39	5268.390000000001	16693.54	5503.1900000000005	9600.39	10473.48	4578.15	7975.379999999999	6622.540000000003	11440.23	14273.929999999998	14911.53	16297.1	8356.35	13998.730000000001	8066.83	13124.76	6849.150000000001	24597.37	13443.39	9076.76	14695.939999999999	12090.89	13218.03	15325.56	11563.22	9148.869999999999	9055.7	7722.630000000003	5041.599999999999	12090.77	10655.89	10887.05	18828.89	20102.490000000005	13069.419999999998	14303.570000000002	11406.22	8107.02	7190.5	8529.15	7326.580000000001	7120.22	8689.59	13348.37
Pentose and glucuronate interconversions [PATH:ko00040]	357247.67000000016	273519.39	288597.1400000001	298459.93	363819.40000000014	235363.45999999996	340226.6499999999	328869.88	292322.6500000001	322533.06	224397.33	304825.04000000004	284597.1699999999	348547.23000000004	314657.5600000001	282168.21	276208.4400000001	217108.17	321066.22000000003	220140.02000000002	390315.28	298414.66	257754.59	326315.31999999995	353378.3500000001	321601.13999999996	272041.80000000005	206660.06000000003	283649.6900000001	383612.1	364212.59000000014	375157.63000000006	397453.09	345331.72000000003	301714.51000000007	244247.76	219305.46000000005	281954.07000000007	211607.01000000004	238828.63000000003	397555.28	269869.74	161682.62000000002	310502.31000000006	397058.9400000001	341388.02	257754.1600000001
Pentose phosphate pathway [PATH:ko00030]	917041.8500000008	692198.83	647926.4899999999	769488.6200000001	845649.8200000001	625626.2999999998	848599.7	814033.3100000005	769432.6600000004	836922.3400000001	572045.1400000005	779723.9899999998	671969.8599999999	868844.4900000003	796881.2	751991.7100000002	670770.3900000001	548288.7800000001	831356.5900000002	581472.3700000003	867578.0300000005	744478.3500000002	676973.3600000002	767145.2299999999	846429.7700000006	717158.41	625278.57	522095.90000000043	709283.21	915804.2899999999	886972.2600000001	925892.1000000004	933076.3400000004	820134.8299999998	713791.3600000003	678882.57	621927.6000000001	702707.9300000002	587713.86	574028.1499999999	980916.46	679334.6300000002	400763.93000000005	775641.4800000001	1032809.6200000001	908139.1199999998	667077.9000000001
Peptidases and inhibitors [BR:ko01002]	1954126.8800000001	1472734.09	1358113.3500000013	1677136.5100000002	1742561.2100000002	1387898.0500000003	1785165.9800000007	1725571.4700000014	1643493.8000000014	1797035.5200000007	1204959.2399999995	1646930.3400000003	1459338.2899999993	1825183.0600000008	1683586.4099999997	1636250.7500000014	1442060.4000000001	1200556.5099999998	1771402.4100000004	1310119.03	1764304.6600000001	1581409.27	1487210.3000000003	1583900.700000001	1787237.7899999986	1529092.6700000002	1344168.35	1150398.6900000002	1513550.589999999	1916857.7300000007	1873327.420000001	1926705.45	1930004.3499999999	1715595.1999999993	1504336.9000000006	1499500.9399999995	1406289.020000001	1515639.1700000002	1317499.9899999995	1199264.0699999996	2026304.3400000015	1410903.3199999998	856648.7899999997	1644810.0500000007	2157824.1800000016	1930239.8499999987	1451620.5800000003
Peptidoglycan biosynthesis [PATH:ko00550]	853273.6800000007	644719.8899999997	599654.1200000001	752031.42	768723.3500000007	655201.4299999999	793497.73	772019.6800000007	721268.7200000002	785348.3100000003	540764.6599999998	732587.2200000001	650322.2899999999	813282.3100000002	768283.1600000003	739213.6600000006	656342.3500000002	524452.9399999998	781624.2400000003	593286.8100000005	771353.8800000006	692859.5300000005	659779.5200000004	701979.1599999999	778524.5100000004	662086.39	603450.6600000003	529330.89	678541.41	826369.8100000002	819232.2500000002	833508.3200000006	829191.59	751392.7200000002	648419.4200000005	672604.6899999998	639131.7399999998	683355.6600000001	609845.7900000003	525279.4799999997	869982.2499999998	616590.2299999997	389322.5000000001	728392.9300000002	942828.3300000001	841620.8599999998	654076.99
